id;ART1028_grau__value_count__value_0;ART1028_grau__index_mass_quantile__q_0.8;ART1028_grau__index_mass_quantile__q_0.9;ART1028_grau__index_mass_quantile__q_0.7;ARQ1102_grau__index_mass_quantile__q_0.7;"CRE1100_grau__linear_trend__attr_""rvalue""";"CRE1100_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"CRE1100_grau__fft_coefficient__coeff_1__attr_""real""";"CRE1100_grau__linear_trend__attr_""slope""";CRE1100_grau__mean_change;ART1028_grau__index_mass_quantile__q_0.6;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;"ART1028_grau__linear_trend__attr_""intercept""";"ART1029_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ART1029_grau__quantile__q_0.1;ART1029_grau__quantile__q_0.2;ART1029_grau__quantile__q_0.3;ART1029_grau__quantile__q_0.4;ART1029_grau__quantile__q_0.6;ART1029_grau__quantile__q_0.7;ART1029_grau__quantile__q_0.8;ART1029_grau__quantile__q_0.9;ART1029_grau__standard_deviation;ART1029_grau__sum_values;ART1029_grau__median;ART1029_grau__mean_change;ART1029_grau__mean;"ART1029_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";ART1029_grau__maximum;"ART1029_grau__linear_trend__attr_""slope""";ART1029_grau__variance;"ART1029_grau__fft_coefficient__coeff_1__attr_""abs""";"ART1029_grau__fft_coefficient__coeff_0__attr_""real""";ART1029_grau__absolute_sum_of_changes;"ART1029_grau__fft_coefficient__coeff_0__attr_""abs""";"ART1029_grau__fft_aggregated__aggtype_""centroid""";ART1029_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;ART1029_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;ART1029_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;ART1029_grau__cid_ce__normalize_False;ART1029_grau__mean_abs_change;"ART1029_grau__fft_coefficient__coeff_1__attr_""real""";ART1029_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;ARQ1102_grau__index_mass_quantile__q_0.8;ART1027_grau__quantile__q_0.2;ART1027_grau__quantile__q_0.3;ART1027_grau__absolute_sum_of_changes;"ART1027_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"ART1027_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ART1027_grau__cid_ce__normalize_False;ART1027_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;ART1027_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;ART1027_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;ART1027_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;"ART1027_grau__fft_aggregated__aggtype_""centroid""";"ART1027_grau__fft_coefficient__coeff_0__attr_""abs""";"ART1027_grau__fft_coefficient__coeff_0__attr_""real""";ART1027_grau__mean_change;"ART1027_grau__fft_coefficient__coeff_1__attr_""abs""";ART1027_grau__mean_abs_change;ART1027_grau__quantile__q_0.1;ART1027_grau__mean;ART1027_grau__maximum;"ART1027_grau__linear_trend__attr_""slope""";ART1027_grau__quantile__q_0.4;ART1027_grau__quantile__q_0.6;ART1027_grau__quantile__q_0.7;"ART1027_grau__fft_coefficient__coeff_1__attr_""real""";ART1027_grau__quantile__q_0.8;ART1027_grau__quantile__q_0.9;ART1027_grau__standard_deviation;ART1027_grau__sum_values;ART1027_grau__median;ART1027_grau__variance;ART1029_grau__number_crossing_m__m_0;ART1210_grau__variance;ART1210_grau__sum_values;ART1210_grau__standard_deviation;ART1210_grau__quantile__q_0.9;ART1210_grau__quantile__q_0.8;ART1210_grau__quantile__q_0.7;ART1210_grau__quantile__q_0.6;ART1210_grau__quantile__q_0.4;ART1210_grau__quantile__q_0.3;ART1210_grau__mean_change;ART1210_grau__absolute_sum_of_changes;"ART1210_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"ART1210_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ART1210_grau__quantile__q_0.2;ART1210_grau__quantile__q_0.1;ART1210_grau__mean_abs_change;ART1210_grau__cid_ce__normalize_False;ART1210_grau__mean;ART1210_grau__maximum;"ART1210_grau__linear_trend__attr_""slope""";"ART1210_grau__fft_coefficient__coeff_1__attr_""real""";ART1210_grau__median;"ART1210_grau__fft_coefficient__coeff_0__attr_""real""";"ART1210_grau__fft_coefficient__coeff_1__attr_""abs""";ART1210_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;ART1210_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;ART1210_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;ART1210_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;"ART1210_grau__fft_aggregated__aggtype_""centroid""";"ART1210_grau__fft_coefficient__coeff_0__attr_""abs""";"ART1028_grau__fft_coefficient__coeff_1__attr_""real""";"ART1028_grau__linear_trend__attr_""slope""";"ART1028_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";ART1028_grau__mean_change;ART1028_grau__quantile__q_0.8;ARQ1102_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;"ARQ1102_grau__fft_coefficient__coeff_1__attr_""abs""";ARQ1102_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;ARQ1102_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;ARQ1102_grau__absolute_sum_of_changes;ARQ1102_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;"ARQ1102_grau__fft_aggregated__aggtype_""centroid""";"ARQ1102_grau__fft_coefficient__coeff_0__attr_""abs""";"ARQ1102_grau__fft_coefficient__coeff_0__attr_""real""";ARQ1102_grau__cid_ce__normalize_False;"ARQ1102_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"ARQ1102_grau__linear_trend__attr_""slope""";ARQ1102_grau__variance;ARQ1102_grau__sum_values;ARQ1102_grau__standard_deviation;ARQ1102_grau__quantile__q_0.9;ARQ1102_grau__quantile__q_0.8;"ARQ1102_grau__fft_coefficient__coeff_1__attr_""real""";ARQ1102_grau__quantile__q_0.6;"ARQ1102_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ARQ1102_grau__quantile__q_0.4;ARQ1102_grau__quantile__q_0.3;ARQ1102_grau__quantile__q_0.7;ARQ1102_grau__quantile__q_0.1;ARQ1102_grau__median;ARQ1102_grau__mean_change;ARQ1102_grau__maximum;ARQ1102_grau__mean_abs_change;ARQ1102_grau__mean;ARQ1102_grau__quantile__q_0.2;"CRE1100_grau__fft_coefficient__coeff_1__attr_""angle""";CRE1100_grau__first_location_of_maximum;CRE1100_grau__last_location_of_minimum;ART1028_grau__quantile__q_0.9;ART1027_grau__index_mass_quantile__q_0.6;ARQ1102_grau__index_mass_quantile__q_0.9;ART1028_grau__maximum;CRE1100_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;CRE1100_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;CRE1100_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;CRE1100_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ART1027_grau__index_mass_quantile__q_0.7;"CRE1100_grau__linear_trend__attr_""intercept""";"ART1028_grau__fft_aggregated__aggtype_""variance""";ART1028_grau__quantile__q_0.7;CRE1100_grau__last_location_of_maximum;CRE1100_grau__first_location_of_minimum;ART1029_grau__cid_ce__normalize_True;"ART1029_grau__linear_trend__attr_""rvalue""";ART1027_grau__index_mass_quantile__q_0.8;"ART1028_grau__linear_trend__attr_""rvalue""";ART1029_grau__symmetry_looking__r_0.9;ART1029_grau__symmetry_looking__r_0.85;ART1029_grau__first_location_of_maximum;"ART1029_grau__linear_trend__attr_""pvalue""";"ART1029_grau__fft_coefficient__coeff_1__attr_""angle""";ART1029_grau__ratio_value_number_to_time_series_length;ART1029_grau__ratio_beyond_r_sigma__r_0.5;ART1029_grau__percentage_of_reoccurring_values_to_all_values;ART1029_grau__percentage_of_reoccurring_datapoints_to_all_datapoints;ART1029_grau__has_duplicate_max;ART1029_grau__longest_strike_below_mean;ART1029_grau__has_duplicate_min;ART1029_grau__symmetry_looking__r_0.75;ART1029_grau__symmetry_looking__r_0.7;ART1029_grau__large_standard_deviation__r_0.05;ART1029_grau__large_standard_deviation__r_0.1;ART1029_grau__large_standard_deviation__r_0.15;ART1029_grau__large_standard_deviation__r_0.2;ART1029_grau__large_standard_deviation__r_0.25;ART1029_grau__large_standard_deviation__r_0.3;ART1029_grau__large_standard_deviation__r_0.35;ART1029_grau__large_standard_deviation__r_0.4;ART1029_grau__large_standard_deviation__r_0.45;ART1029_grau__last_location_of_minimum;ART1029_grau__sum_of_reoccurring_data_points;ART1029_grau__symmetry_looking__r_0.95;ART1029_grau__sum_of_reoccurring_values;ART1029_grau__symmetry_looking__r_0.1;ART1029_grau__longest_strike_above_mean;ART1029_grau__has_duplicate;ART1029_grau__count_below_mean;ART1029_grau__count_above_mean;ART1029_grau__binned_entropy__max_bins_10;"ART1029_grau__agg_autocorrelation__f_agg_""median""";ART1029_grau__symmetry_looking__r_0.6;ART1029_grau__symmetry_looking__r_0.55;"ART1029_grau__agg_autocorrelation__f_agg_""mean""";ART1029_grau__symmetry_looking__r_0.05;ART1029_grau__symmetry_looking__r_0.5;ART1029_grau__symmetry_looking__r_0.4;ART1029_grau__symmetry_looking__r_0.35;ART1029_grau__symmetry_looking__r_0.3;ART1029_grau__symmetry_looking__r_0.25;ART1029_grau__symmetry_looking__r_0.2;ART1029_grau__symmetry_looking__r_0.15;ART1029_grau__symmetry_looking__r_0.8;ART1029_grau__symmetry_looking__r_0.45;ART1029_grau__symmetry_looking__r_0.65;ART1028_grau__last_location_of_minimum;"ART1028_grau__fft_coefficient__coeff_1__attr_""angle""";ART1028_grau__first_location_of_maximum;MAT1071_grau__index_mass_quantile__q_0.3;ART1210_grau__index_mass_quantile__q_0.6;ARQ1000_grau__value_count__value_0;ART1028_grau__quantile__q_0.6;ART1210_grau__number_crossing_m__m_0;ART1028_grau__last_location_of_maximum;ART1028_grau__first_location_of_minimum;ART1028_grau__abs_energy;MAT1071_grau__index_mass_quantile__q_0.2;ART1027_grau__index_mass_quantile__q_0.9;ARQ1102_grau__value_count__value_0;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;"ART1028_grau__fft_coefficient__coeff_0__attr_""real""";ART1028_grau__mean;ART1028_grau__median;ART1028_grau__sum_values;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;ART1028_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;ART1028_grau__quantile__q_0.4;ART1028_grau__quantile__q_0.3;ART1028_grau__quantile__q_0.1;ART1028_grau__quantile__q_0.2;ARQ1001_grau__index_mass_quantile__q_0.8;ARQ1000_grau__minimum;ART1028_grau__absolute_sum_of_changes;"ART1028_grau__fft_coefficient__coeff_1__attr_""abs""";ART1028_grau__cid_ce__normalize_False;"ART1028_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ART1028_grau__mean_abs_change;ART1028_grau__standard_deviation;ART1028_grau__variance;ARQ1102_grau__number_crossing_m__m_0;ART1210_grau__index_mass_quantile__q_0.7;ART1210_grau__index_mass_quantile__q_0.8;"ART1028_grau__fft_aggregated__aggtype_""centroid""";MAT1071_grau__quantile__q_0.6;ARQ1000_grau__abs_energy;MAT1071_grau__quantile__q_0.7;MAT1071_grau__quantile__q_0.3;MAT1071_grau__quantile__q_0.4;MAT1071_grau__quantile__q_0.2;MAT1071_grau__quantile__q_0.1;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2;MAT1071_grau__sum_values;MAT1071_grau__median;MAT1071_grau__mean;"MAT1071_grau__fft_coefficient__coeff_0__attr_""real""";MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20;MAT1071_grau__quantile__q_0.8;MAT1071_grau__quantile__q_0.9;ART1027_grau__value_count__value_0;"ART1027_grau__fft_aggregated__aggtype_""variance""";ART1027_grau__abs_energy;"ARQ1000_grau__fft_aggregated__aggtype_""variance""";ART1029_grau__index_mass_quantile__q_0.8;ART1027_grau__number_crossing_m__m_0;MAT1071_grau__index_mass_quantile__q_0.1;MAT1071_grau__maximum;ARQ1001_grau__index_mass_quantile__q_0.7;ARQ1000_grau__index_mass_quantile__q_0.4;"ART1028_grau__fft_coefficient__coeff_0__attr_""abs""";"MAT1071_grau__fft_coefficient__coeff_0__attr_""abs""";ART1420_grau__index_mass_quantile__q_0.3;MAT1071_grau__value_count__value_0;ARQ1102_grau__cid_ce__normalize_True;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;MAT1071_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;"MAT1071_grau__linear_trend__attr_""intercept""";ART1210_grau__index_mass_quantile__q_0.9;ART1210_grau__value_count__value_0;ARQ1001_grau__index_mass_quantile__q_0.9;"MAT1071_grau__fft_aggregated__aggtype_""centroid""";ART1028_grau__number_crossing_m__m_0;"MAT1071_grau__fft_coefficient__coeff_1__attr_""abs""";MAT1071_grau__absolute_sum_of_changes;MAT1071_grau__standard_deviation;MAT1071_grau__mean_abs_change;MAT1071_grau__cid_ce__normalize_False;"MAT1071_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";MAT1071_grau__variance;ART1420_grau__index_mass_quantile__q_0.1;ARQ1000_grau__index_mass_quantile__q_0.3;ARQ1000_grau__index_mass_quantile__q_0.2;ARQ1000_grau__variance;ARQ1000_grau__standard_deviation;"ARQ1000_grau__fft_coefficient__coeff_1__attr_""abs""";ARQ1000_grau__cid_ce__normalize_False;ARQ1000_grau__absolute_sum_of_changes;ARQ1000_grau__mean_abs_change;"ARQ1000_grau__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0";ARQ1101_grau__minimum;"MAT1071_grau__fft_aggregated__aggtype_""variance""";ART1420_grau__index_mass_quantile__q_0.2;ART1029_grau__index_mass_quantile__q_0.9;"MAT1071_grau__fft_coefficient__coeff_1__attr_""real""";MAT1071_grau__mean_change;"MAT1071_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"MAT1071_grau__linear_trend__attr_""slope""";"ARQ1000_grau__linear_trend__attr_""slope""";ARQ1000_grau__mean_change;"ARQ1000_grau__fft_coefficient__coeff_1__attr_""real""";"ARQ1000_grau__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0";"ARQ1000_grau__fft_aggregated__aggtype_""centroid""";"ARQ1000_grau__linear_trend__attr_""intercept""";ARQ1000_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ARQ1000_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ARQ1000_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ARQ1000_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;ART1420_grau__value_count__value_0;ARQ1000_grau__maximum;ARQ1101_grau__value_count__value_0;ART1029_grau__index_mass_quantile__q_0.7;"ARQ1000_grau__fft_coefficient__coeff_0__attr_""abs""";"ART1210_grau__linear_trend__attr_""rvalue""";ART1210_grau__large_standard_deviation__r_0.35;ART1210_grau__symmetry_looking__r_0.75;ART1210_grau__large_standard_deviation__r_0.4;ART1210_grau__large_standard_deviation__r_0.45;ART1210_grau__last_location_of_minimum;"ART1210_grau__linear_trend__attr_""pvalue""";ART1210_grau__symmetry_looking__r_0.1;ART1210_grau__longest_strike_above_mean;ART1210_grau__longest_strike_below_mean;ART1210_grau__symmetry_looking__r_0.7;ART1210_grau__percentage_of_reoccurring_datapoints_to_all_datapoints;ART1210_grau__symmetry_looking__r_0.65;ART1210_grau__percentage_of_reoccurring_values_to_all_values;ART1210_grau__ratio_beyond_r_sigma__r_0.5;ART1210_grau__symmetry_looking__r_0.6;ART1210_grau__ratio_value_number_to_time_series_length;ART1210_grau__symmetry_looking__r_0.15;ART1210_grau__symmetry_looking__r_0.55;ART1210_grau__symmetry_looking__r_0.5;ART1210_grau__symmetry_looking__r_0.2;ART1210_grau__symmetry_looking__r_0.45;ART1210_grau__symmetry_looking__r_0.4;ART1210_grau__symmetry_looking__r_0.25;ART1210_grau__symmetry_looking__r_0.35;ART1210_grau__symmetry_looking__r_0.8;ART1210_grau__large_standard_deviation__r_0.3;ART1210_grau__large_standard_deviation__r_0.25;ART1210_grau__large_standard_deviation__r_0.2;ART1210_grau__sum_of_reoccurring_data_points;"ART1210_grau__agg_autocorrelation__f_agg_""mean""";"ART1210_grau__agg_autocorrelation__f_agg_""median""";ART1210_grau__binned_entropy__max_bins_10;ART1210_grau__cid_ce__normalize_True;ART1210_grau__count_above_mean;ART1210_grau__count_below_mean;"ART1210_grau__fft_coefficient__coeff_1__attr_""angle""";ART1210_grau__first_location_of_maximum;ART1210_grau__symmetry_looking__r_0.3;ART1210_grau__has_duplicate_max;ART1210_grau__has_duplicate;ART1210_grau__sum_of_reoccurring_values;ART1210_grau__symmetry_looking__r_0.05;ART1210_grau__symmetry_looking__r_0.95;ART1210_grau__symmetry_looking__r_0.9;ART1210_grau__large_standard_deviation__r_0.05;ART1210_grau__symmetry_looking__r_0.85;ART1210_grau__large_standard_deviation__r_0.1;ART1210_grau__large_standard_deviation__r_0.15;ART1210_grau__has_duplicate_min;ARQ1000_grau__quantile__q_0.9;MAT1071_grau__abs_energy;ARQ1102_grau__index_mass_quantile__q_0.6;ARQ1101_grau__index_mass_quantile__q_0.3;CRE1100_grau__index_mass_quantile__q_0.4;ARQ1000_grau__quantile__q_0.8;"ARQ1102_grau__linear_trend__attr_""rvalue""";ARQ1000_grau__index_mass_quantile__q_0.1;ART1420_grau__minimum;"ARQ1101_grau__fft_coefficient__coeff_0__attr_""angle""";ARQ1000_grau__quantile__q_0.7
aluno0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.13563060730657636;0.3900897295343376;0.2674598890821525;0.19127137345538522;0.7;1.57;-0.843;-0.686;-0.5289999999999999;-0.37199999999999994;-0.057999999999999996;0.09899999999999998;0.2560000000000001;0.41300000000000014;0.785;-0.42999999999999994;-0.21499999999999997;1.57;-0.21499999999999997;1.57;0.5700000000000001;1.57;0.616225;1.57;-0.42999999999999994;1.57;0.42999999999999994;0.785;-0.16429678900760797;-0.08331594448832548;-0.11749527226545092;1.57;1.57;-1.57;-0.23962654814252166;1.0;-0.8;-0.7;1.0;1.0;1.0;1.0;-0.2732448192219789;-0.5572710421919109;-0.19375801043796625;-0.3820855558316465;0.5;1.0;-1.0;1.0;1.0;1.0;-0.9;-0.5;0.0;1.0;-0.6;-0.4;-0.30000000000000004;-1.0;-0.19999999999999996;-0.09999999999999998;0.5;-1.0;-0.5;0.25;1.0;0.819025;-0.19000000000000006;0.905;0.629;0.44800000000000006;0.2669999999999999;0.08599999999999991;-0.27599999999999997;-0.45699999999999996;1.81;1.81;1.81;1.81;-0.638;-0.8190000000000001;1.81;1.81;-0.09500000000000003;0.8099999999999999;1.81;-1.81;-0.09500000000000003;-0.19000000000000006;1.81;-0.10588149801646313;-0.051916515652176004;-0.036814021983213596;-0.07259625560801286;0.905;0.19000000000000006;1.7;-1.7;-1.7;-1.7;0.36;-0.06011386022883536;1.78;-0.1225996292822204;-0.042626762296352566;1.78;-0.08405882228296224;0.89;0.21999999999999997;-0.21999999999999997;1.78;1.78;1.78;0.7921;-0.21999999999999997;0.89;0.6020000000000001;0.42400000000000015;-1.78;0.06799999999999995;1.78;-0.2879999999999999;-0.46599999999999997;0.24599999999999989;-0.8220000000000001;-0.10999999999999999;1.78;0.78;1.78;-0.10999999999999999;-0.644;0.0;0.0;1.0;0.53;0.5;1.0;0.7;-0.2732448192219789;-0.5572710421919109;-0.19375801043796625;-0.3820855558316465;0.5;-1.0;0.12750000000000006;0.1899999999999999;1.0;0.0;2.0;1.0;0.5;-1.0;1.0;1.0;0.5;0.0;180.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.6931471805599453;-1.0;1.0;1.0;-1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5;1.0;0.0;0.019999999999999962;1.0;0.5;0.5;1.49;0.5;0.5;0.0;-0.1671813126575733;-0.30000000000000004;-0.15000000000000002;-0.15000000000000002;-0.30000000000000004;-0.11462566674949398;-0.08197344576659368;-0.05812740313138989;-0.32;-0.49;-0.8300000000000001;-0.66;1.0;-1.0;1.7;1.7;1.7;1.7;1.7;0.85;0.7224999999999999;1.0;1.0;1.0;0.85;0.019999999999999962;1.6400000000000001;0.1899999999999999;-0.49;-0.32;-0.66;-0.8300000000000001;-0.1671813126575733;-0.30000000000000004;-0.15000000000000002;-0.15000000000000002;-0.30000000000000004;-0.11462566674949398;-0.08197344576659368;-0.05812740313138989;0.36;0.53;1.0;0.25;1.0;0.08999999999999997;1.0;0.0;0.5;0.7;1.0;0.5;0.30000000000000004;0.30000000000000004;0.5;0.0;2.0;0.3900897295343376;0.2674598890821525;0.19127137345538522;0.13563060730657636;0.7;1.0;0.0;1.0;0.85;1.0;1.7;1.7;0.85;1.7;1.7;1.7;0.7224999999999999;0.5;0.5;0.5;0.81;0.9;1.8;1.8;1.8;1.8;1.8;-1.0;0.12750000000000006;0.5;1.0;1.7;-1.7;-1.7;-1.7;-1.8;-1.8;1.8;-1.8;0.9;0.8;0.44581683375352876;0.15500640835037302;0.30566844466531723;0.21859585537758314;0.0;0.8;0.0;1.0;0.19999999999999996;1.0;1.0;1.0;1.0;1.0;0.5;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;-1.0;-1.0;0.6931471805599453;2.0;1.0;1.0;180.0;0.5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.6200000000000001;1.49;1.0;0.5;0.5;0.44000000000000017;1.0;0.5;-1.0;180.0;0.2599999999999999
