id;ADM1251_grau__value_count__value_0;ADM1251_grau__abs_energy;"ADM1251_grau__fft_coefficient__coeff_0__attr_""abs""";MAT1127_grau__value_count__value_0;ADM1951_grau__value_count__value_0;ADM1951_grau__abs_energy;"ADM1951_grau__fft_coefficient__coeff_0__attr_""abs""";MAT1127_grau__abs_energy;"MAT1127_grau__fft_coefficient__coeff_0__attr_""abs""";ADM1259_grau__value_count__value_0;ADM1951_grau__quantile__q_0.4;ADM1951_grau__quantile__q_0.3;ADM1951_grau__sum_values;ADM1951_grau__quantile__q_0.9;ADM1951_grau__quantile__q_0.8;ADM1951_grau__quantile__q_0.7;ADM1951_grau__minimum;ADM1951_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;ADM1951_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ADM1951_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;"ADM1951_grau__fft_coefficient__coeff_0__attr_""real""";ADM1951_grau__maximum;ADM1951_grau__mean;ADM1951_grau__median;ADM1951_grau__quantile__q_0.2;ADM1951_grau__quantile__q_0.1;ADM1951_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ADM1951_grau__quantile__q_0.6;ADM1251_grau__quantile__q_0.9;ADM1251_grau__quantile__q_0.8;ADM1251_grau__sum_values;ADM1251_grau__quantile__q_0.3;ADM1251_grau__quantile__q_0.4;ADM1251_grau__quantile__q_0.6;ADM1251_grau__quantile__q_0.2;ADM1251_grau__quantile__q_0.1;ADM1251_grau__minimum;ADM1251_grau__quantile__q_0.7;ADM1251_grau__mean;ADM1251_grau__maximum;"ADM1251_grau__fft_coefficient__coeff_0__attr_""real""";ADM1251_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ADM1251_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ADM1251_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ADM1251_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;ADM1251_grau__median;ECO1101_grau__value_count__value_0;ECO1101_grau__abs_energy;"ECO1101_grau__fft_coefficient__coeff_0__attr_""abs""";ECO1101_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ECO1101_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;ECO1101_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ECO1101_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ECO1101_grau__quantile__q_0.1;ECO1101_grau__maximum;ECO1101_grau__mean;ECO1101_grau__median;ECO1101_grau__minimum;ECO1101_grau__quantile__q_0.2;ECO1101_grau__quantile__q_0.4;ECO1101_grau__quantile__q_0.6;ECO1101_grau__sum_values;ECO1101_grau__quantile__q_0.9;ECO1101_grau__quantile__q_0.7;"ECO1101_grau__fft_coefficient__coeff_0__attr_""real""";ECO1101_grau__quantile__q_0.3;ECO1101_grau__quantile__q_0.8;ADM1259_grau__abs_energy;"ADM1259_grau__fft_coefficient__coeff_0__attr_""abs""";"SOC0201_grau__fft_coefficient__coeff_0__attr_""angle""";SOC0201_grau__median;SOC0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;SOC0201_grau__mean;SOC0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;SOC0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;SOC0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;"SOC0201_grau__fft_coefficient__coeff_0__attr_""real""";SOC0201_grau__minimum;SOC0201_grau__quantile__q_0.1;SOC0201_grau__quantile__q_0.2;SOC0201_grau__quantile__q_0.3;SOC0201_grau__quantile__q_0.4;SOC0201_grau__quantile__q_0.6;SOC0201_grau__maximum;SOC0201_grau__sum_values;SOC0201_grau__quantile__q_0.7;SOC0201_grau__quantile__q_0.9;SOC0201_grau__quantile__q_0.8;MAT1127_grau__minimum;MAT1127_grau__quantile__q_0.4;MAT1127_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;MAT1127_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;MAT1127_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;MAT1127_grau__quantile__q_0.3;MAT1127_grau__sum_values;MAT1127_grau__quantile__q_0.9;MAT1127_grau__quantile__q_0.8;MAT1127_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;MAT1127_grau__quantile__q_0.2;"MAT1127_grau__fft_coefficient__coeff_0__attr_""real""";MAT1127_grau__maximum;MAT1127_grau__quantile__q_0.6;MAT1127_grau__mean;MAT1127_grau__median;MAT1127_grau__quantile__q_0.1;MAT1127_grau__quantile__q_0.7;"FIL0201_grau__fft_coefficient__coeff_0__attr_""angle""";FIL0201_grau__mean;FIL0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;FIL0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;FIL0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;FIL0201_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;"FIL0201_grau__fft_coefficient__coeff_0__attr_""real""";FIL0201_grau__maximum;FIL0201_grau__median;FIL0201_grau__minimum;FIL0201_grau__quantile__q_0.7;FIL0201_grau__quantile__q_0.2;FIL0201_grau__quantile__q_0.3;FIL0201_grau__quantile__q_0.4;FIL0201_grau__quantile__q_0.6;FIL0201_grau__quantile__q_0.8;FIL0201_grau__quantile__q_0.9;FIL0201_grau__sum_values;FIL0201_grau__quantile__q_0.1;SOC0201_grau__abs_energy;"SOC0201_grau__fft_coefficient__coeff_0__attr_""abs""";"FIL0201_grau__fft_coefficient__coeff_0__attr_""abs""";FIL0201_grau__abs_energy;ADM1259_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2;ADM1259_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10;ADM1259_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20;ADM1259_grau__quantile__q_0.9;"ADM1259_grau__fft_coefficient__coeff_0__attr_""real""";ADM1259_grau__quantile__q_0.8;ADM1259_grau__quantile__q_0.7;ADM1259_grau__quantile__q_0.6;ADM1259_grau__quantile__q_0.4;ADM1259_grau__quantile__q_0.3;ADM1259_grau__quantile__q_0.2;ADM1259_grau__sum_values;ADM1259_grau__quantile__q_0.1;ADM1259_grau__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5;ADM1259_grau__median;ADM1259_grau__mean;ADM1259_grau__maximum;ADM1259_grau__minimum
aluno1954;0.0;0.5328999999999999;0.73;0.0;0.0;0.6400000000000001;0.8;0.28090000000000004;0.53;0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.2194178155849593;0.15515182531326405;0.3103036506265281;0.8;0.8;0.8;0.8;0.8;0.8;0.4906331511224818;0.8;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.2831520811967069;0.14157604059835344;0.4477027503992646;0.20021875672127534;0.73;0.0;0.5929;0.77;0.29866726372803326;0.2111896475005233;0.47223440795538874;0.14933363186401663;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;1.0;1.0;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.53;0.53;0.14536430282503554;0.32504446261864417;0.10278808427003742;0.53;0.53;0.53;0.53;0.20557616854007485;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.6132914389031022;0.2742722694811991;0.19393978164158004;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3878795632831601;1.0;1.0;1.0;1.0
aluno1957;0.0;1.0;1.0;0.0;0.0;0.9604000000000001;0.9800000000000001;0.9604000000000001;0.9800000000000001;0.0;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.2687868240915751;0.19006098600874846;0.3801219720174969;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.6010256101250402;0.9800000000000001;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3878795632831601;0.19393978164158004;0.6132914389031022;0.2742722694811991;1.0;0.0;1.0;1.0;0.3878795632831601;0.2742722694811991;0.6132914389031022;0.19393978164158004;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9604000000000001;0.9800000000000001;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9800000000000001;0.9800000000000001;0.2687868240915751;0.6010256101250402;0.19006098600874846;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.3801219720174969;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.6010256101250402;0.2687868240915751;0.19006098600874846;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.3801219720174969;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001
aluno1960;0.0;0.7744000000000002;0.8800000000000001;0.0;0.0;0.5929;0.77;0.5328999999999999;0.73;0.0;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.2111896475005233;0.14933363186401663;0.29866726372803326;0.77;0.77;0.77;0.77;0.77;0.77;0.47223440795538874;0.77;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.3413340156891809;0.17066700784459046;0.53969646623473;0.24135959714345523;0.8800000000000001;0.0;0.6723999999999999;0.82;0.31806124189219126;0.22490326097458324;0.5028989799005438;0.15903062094609563;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.7224999999999999;0.85;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;0.73;0.20021875672127534;0.4477027503992646;0.14157604059835344;0.73;0.73;0.73;0.73;0.2831520811967069;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.5212977230676369;0.23313142905901924;0.16484881439534305;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.3296976287906861;0.85;0.85;0.85;0.85
aluno1966;0.0;0.5625;0.75;0.0;0.0;0.28090000000000004;0.53;0.48999999999999994;0.7;0.0;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.14536430282503554;0.10278808427003742;0.20557616854007485;0.53;0.53;0.53;0.53;0.53;0.53;0.32504446261864417;0.53;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.2909096724623701;0.14545483623118505;0.4599685791773267;0.20570420211089932;0.75;0.0;0.7921;0.89;0.3452128113220125;0.2441023198382672;0.545829380623761;0.17260640566100624;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.9025;0.95;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;0.7;0.19199058863683935;0.42930400723217155;0.13575784714910602;0.7;0.7;0.7;0.7;0.27151569429821204;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.5826268669579471;0.2605586560071391;0.18424279255950105;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.3684855851190021;0.95;0.95;0.95;0.95
aluno1969;0.0;0.6560999999999999;0.8099999999999999;0.0;0.0;0.2916;0.54;0.25;0.5;0.0;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.14810702551984753;0.10472748208645323;0.20945496417290646;0.54;0.54;0.54;0.54;0.54;0.54;0.33117737700767524;0.54;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.8099999999999999;0.31418244625935965;0.15709122312967982;0.49676606551151276;0.22216053827977125;0.8099999999999999;0.0;0.3364;0.58;0.22497014670423285;0.15907791629909546;0.35570903456379926;0.11248507335211642;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.6400000000000001;0.8;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5;0.5;0.13713613474059955;0.3066457194515511;0.09696989082079002;0.5;0.5;0.5;0.5;0.19393978164158004;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.4906331511224818;0.2194178155849593;0.15515182531326405;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.3103036506265281;0.8;0.8;0.8;0.8
aluno1970;0.0;0.5929;0.77;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.29866726372803326;0.14933363186401663;0.47223440795538874;0.2111896475005233;0.77;0.0;0.27040000000000003;0.52;0.20169737290724327;0.14262158013022352;0.31891154822961315;0.10084868645362163;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;1.0;1.0;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.6132914389031022;0.2742722694811991;0.19393978164158004;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3878795632831601;1.0;1.0;1.0;1.0
aluno1978;0.0;0.7224999999999999;0.85;0.0;0.0;0.6241000000000001;0.79;0.48999999999999994;0.7;0.0;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.2166750928901473;0.15321242749684824;0.3064248549936965;0.79;0.79;0.79;0.79;0.79;0.79;0.4845002367334508;0.79;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.3296976287906861;0.16484881439534305;0.5212977230676369;0.23313142905901924;0.85;0.0;0.9025;0.95;0.3684855851190021;0.2605586560071391;0.5826268669579471;0.18424279255950105;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;1.0;1.0;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;0.7;0.19199058863683935;0.42930400723217155;0.13575784714910602;0.7;0.7;0.7;0.7;0.27151569429821204;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.6132914389031022;0.2742722694811991;0.19393978164158004;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3878795632831601;1.0;1.0;1.0;1.0
aluno1984;0.0;0.8836000000000002;0.9400000000000001;0.0;0.0;0.7568999999999998;0.8699999999999999;0.4096;0.64;0.0;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.23861687444864318;0.16872761002817463;0.33745522005634926;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.5335635518456988;0.8699999999999999;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.9400000000000001;0.3646067894861705;0.18230339474308524;0.5764939525689161;0.25781593331232716;0.9400000000000001;0.0;0.4096;0.64;0.24824292050122246;0.17553425246796742;0.39250652089798543;0.12412146025061123;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.6084;0.78;0.0;0.6799999999999999;0.2637581030325488;0.6799999999999999;0.1318790515162744;0.41703817845410945;0.18650514324721537;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.6799999999999999;0.64;0.64;0.17553425246796742;0.39250652089798543;0.12412146025061123;0.64;0.64;0.64;0.64;0.24824292050122246;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.0;0.85;0.23313142905901924;0.5212977230676369;0.16484881439534305;0.3296976287906861;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.4623999999999999;0.6799999999999999;0.85;0.7224999999999999;0.47836732234441975;0.21393237019533531;0.15127302968043244;0.78;0.78;0.78;0.78;0.78;0.78;0.78;0.78;0.78;0.78;0.30254605936086487;0.78;0.78;0.78;0.78
aluno1985;0.0;0.9025;0.95;0.0;0.0;0.7224999999999999;0.85;0.5328999999999999;0.73;0.0;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.23313142905901924;0.16484881439534305;0.3296976287906861;0.85;0.85;0.85;0.85;0.85;0.85;0.5212977230676369;0.85;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.3684855851190021;0.18424279255950105;0.5826268669579471;0.2605586560071391;0.95;0.0;0.7056000000000001;0.8400000000000001;0.3258188331578545;0.23038870636420727;0.5151648086786059;0.16290941657892724;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.8400000000000001;0.6889000000000001;0.8300000000000001;0.0;0.77;0.29866726372803326;0.77;0.14933363186401663;0.47223440795538874;0.2111896475005233;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.73;0.73;0.20021875672127534;0.4477027503992646;0.14157604059835344;0.73;0.73;0.73;0.73;0.2831520811967069;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.0;0.95;0.2605586560071391;0.5826268669579471;0.18424279255950105;0.3684855851190021;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.5929;0.77;0.95;0.9025;0.5090318942895748;0.22764598366939526;0.16097001876251146;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.3219400375250229;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001
aluno1986;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.2742722694811991;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.6132914389031022;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.3878795632831601;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;0.0;1.0;1.0;-0.3878795632831601;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-1.0;-1.0;-1.0;-1.0;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.7;0.19199058863683935;0.42930400723217155;0.13575784714910602;0.27151569429821204;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;1.0;1.0;0.7;0.48999999999999994;-0.6132914389031022;-0.2742722694811991;-0.19393978164158004;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0
aluno1988;0.0;0.9604000000000001;0.9800000000000001;0.0;0.0;0.5625;0.75;0.25;0.5;0.0;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.20570420211089932;0.14545483623118505;0.2909096724623701;0.75;0.75;0.75;0.75;0.75;0.75;0.4599685791773267;0.75;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.9800000000000001;0.3801219720174969;0.19006098600874846;0.6010256101250402;0.2687868240915751;0.9800000000000001;0.0;0.6889000000000001;0.8300000000000001;0.3219400375250229;0.22764598366939526;0.5090318942895748;0.16097001876251146;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.8300000000000001;0.9025;0.95;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5;0.5;0.13713613474059955;0.3066457194515511;0.09696989082079002;0.5;0.5;0.5;0.5;0.19393978164158004;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.5826268669579471;0.2605586560071391;0.18424279255950105;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.3684855851190021;0.95;0.95;0.95;0.95
aluno1989;0.0;0.7224999999999999;0.85;0.0;0.0;0.5184;0.72;0.48999999999999994;0.7;0.0;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.19747603402646333;0.13963664278193763;0.27927328556387526;0.72;0.72;0.72;0.72;0.72;0.72;0.4415698360102336;0.72;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.3296976287906861;0.16484881439534305;0.5212977230676369;0.23313142905901924;0.85;0.0;0.6241000000000001;0.79;0.3064248549936965;0.2166750928901473;0.4845002367334508;0.15321242749684824;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.39690000000000003;0.63;180.0;-1.0;-0.3878795632831601;-1.0;-0.19393978164158004;-0.6132914389031022;-0.2742722694811991;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;0.7;0.19199058863683935;0.42930400723217155;0.13575784714910602;0.7;0.7;0.7;0.7;0.27151569429821204;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;180.0;-1.0;-0.2742722694811991;-0.6132914389031022;-0.19393978164158004;-0.3878795632831601;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;1.0;1.0;0.3863736065089544;0.17279152977315543;0.12218206243419542;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.24436412486839085;0.63;0.63;0.63;0.63
