;ARQ1000_grau;ARQ1001_grau;ARQ1002_grau;ARQ1101_grau;ARQ1102_grau;ARQ1103_grau;ART1020_grau;ART1027_grau;ART1028_grau;ART1029_grau;ART1030_grau;ART1210_grau;ART1420_grau;CIV1301_grau;CRE0700_grau;CRE1100_grau;CRE1141_grau;HIS1430_grau;HIS1850_grau;MAT1071_grau;MAT1072_grau;SOC1139_grau;id;semestre
0;0.8;-1.0;-1.0;0.76;-1.0;-1.0;0.85;-1.0;0.7;-1.0;-1.0;-1.0;0.96;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno0;1
1;-1.0;0.8699999999999999;-1.0;-1.0;0.78;-1.0;-1.0;0.0;-1.0;0.5700000000000001;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno0;2
2;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;0.0;1.0;aluno0;3
3;0.8800000000000001;-1.0;-1.0;0.93;-1.0;-1.0;0.95;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.99;-1.0;-1.0;aluno1;1
4;-1.0;0.77;-1.0;-1.0;0.75;-1.0;-1.0;0.86;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1;2
5;-1.0;-1.0;0.95;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9400000000000001;-1.0;aluno1;3
6;0.7;-1.0;-1.0;0.71;-1.0;-1.0;0.89;-1.0;0.75;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno100;1
7;-1.0;0.58;-1.0;-1.0;0.64;-1.0;-1.0;0.8800000000000001;-1.0;0.54;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno100;2
8;-1.0;-1.0;0.55;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.51;0.78;aluno100;3
9;0.8800000000000001;-1.0;-1.0;0.75;-1.0;-1.0;0.93;-1.0;0.79;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;aluno102;1
10;-1.0;0.78;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;1.0;-1.0;0.8400000000000001;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno102;2
11;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;0.96;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;0.85;aluno102;3
12;0.6799999999999999;-1.0;-1.0;0.73;-1.0;-1.0;0.86;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;0.45;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.3;-1.0;-1.0;aluno105;1
13;-1.0;0.63;-1.0;-1.0;0.71;-1.0;-1.0;0.18;-1.0;0.64;-1.0;0.9;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno105;2
14;-1.0;-1.0;0.42000000000000004;-1.0;-1.0;0.53;-1.0;0.64;-1.0;-1.0;0.74;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.53;0.0;aluno105;3
15;0.82;-1.0;-1.0;0.54;-1.0;-1.0;0.96;-1.0;0.0;-1.0;-1.0;-1.0;0.54;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;aluno106;1
16;-1.0;0.55;-1.0;-1.0;0.52;-1.0;-1.0;0.0;0.45999999999999996;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno106;2
17;-1.0;-1.0;0.43;-1.0;-1.0;0.42000000000000004;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.7;aluno106;3
18;0.58;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.72;-1.0;0.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno109;1
19;-1.0;0.5700000000000001;-1.0;-1.0;0.5;-1.0;-1.0;0.16;0.37;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno109;2
20;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.77;-1.0;0.43;0.51;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;aluno109;3
21;0.9400000000000001;-1.0;-1.0;0.75;-1.0;-1.0;1.0;-1.0;0.65;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;aluno11;1
22;-1.0;0.76;-1.0;-1.0;0.77;-1.0;-1.0;0.62;-1.0;0.9199999999999999;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno11;2
23;-1.0;-1.0;0.93;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.54;0.9;aluno11;3
24;0.62;-1.0;-1.0;0.71;-1.0;-1.0;0.9;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;aluno110;1
25;-1.0;0.71;-1.0;-1.0;0.77;-1.0;-1.0;0.8800000000000001;-1.0;0.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno110;2
26;-1.0;-1.0;0.71;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.4;0.6799999999999999;aluno110;3
27;0.6799999999999999;-1.0;-1.0;0.67;-1.0;-1.0;0.8800000000000001;-1.0;0.32;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.52;-1.0;-1.0;aluno121;1
28;-1.0;0.78;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno121;2
29;-1.0;-1.0;0.86;-1.0;-1.0;0.51;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;0.65;0.8;aluno121;3
30;0.78;-1.0;-1.0;0.55;-1.0;-1.0;0.8300000000000001;-1.0;0.27999999999999997;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno122;1
31;-1.0;0.53;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;0.63;0.51;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno122;2
32;-1.0;-1.0;0.75;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;0.37;-1.0;-1.0;-1.0;0.58;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;0.51;0.63;aluno122;3
33;0.75;-1.0;-1.0;0.53;-1.0;-1.0;0.9;-1.0;0.5;-1.0;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.62;-1.0;-1.0;aluno123;1
34;-1.0;0.72;-1.0;-1.0;0.61;-1.0;-1.0;0.8699999999999999;-1.0;0.6;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno123;2
35;-1.0;-1.0;0.85;-1.0;-1.0;0.54;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5;0.9;aluno123;3
36;0.8300000000000001;-1.0;-1.0;0.76;-1.0;-1.0;1.0;-1.0;0.89;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1250;1
37;-1.0;0.61;-1.0;-1.0;0.7;-1.0;-1.0;0.8099999999999999;-1.0;0.79;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1250;2
38;-1.0;-1.0;0.76;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.93;0.77;aluno1250;3
39;0.82;-1.0;-1.0;0.86;-1.0;-1.0;1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;aluno1252;1
40;-1.0;0.79;-1.0;-1.0;0.78;-1.0;-1.0;0.9199999999999999;-1.0;0.9099999999999999;-1.0;1.0;-1.0;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1252;2
41;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;aluno1252;3
42;0.78;-1.0;-1.0;0.65;-1.0;-1.0;0.8300000000000001;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1253;1
43;-1.0;0.9;-1.0;-1.0;0.61;-1.0;-1.0;0.65;-1.0;0.62;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1253;2
44;-1.0;-1.0;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.71;0.93;aluno1253;3
45;0.6799999999999999;-1.0;-1.0;0.72;-1.0;-1.0;0.9199999999999999;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1255;1
46;-1.0;0.6900000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.9099999999999999;-1.0;0.67;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1255;2
47;-1.0;-1.0;0.79;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;0.54;-1.0;-1.0;0.5599999999999999;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.8;0.74;aluno1255;3
48;0.85;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.9;-1.0;0.71;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;aluno1256;1
49;-1.0;0.7;-1.0;-1.0;0.77;-1.0;-1.0;0.86;-1.0;0.9099999999999999;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1256;2
50;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.71;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;0.93;0.9;aluno1256;3
51;0.78;-1.0;-1.0;0.73;-1.0;-1.0;0.77;-1.0;0.71;-1.0;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno1257;1
52;-1.0;0.72;-1.0;-1.0;0.79;-1.0;-1.0;0.96;-1.0;0.77;-1.0;0.85;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1257;2
53;-1.0;-1.0;0.86;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;0.8800000000000001;aluno1257;3
54;0.9099999999999999;-1.0;-1.0;0.67;-1.0;-1.0;0.78;-1.0;0.72;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;aluno1260;1
55;-1.0;0.76;-1.0;-1.0;0.7;-1.0;-1.0;0.74;-1.0;0.62;-1.0;0.95;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1260;2
56;-1.0;-1.0;0.8;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;0.8800000000000001;aluno1260;3
57;0.8;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.79;-1.0;0.8;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.89;-1.0;-1.0;aluno1261;1
58;-1.0;0.86;-1.0;-1.0;0.77;-1.0;-1.0;0.95;-1.0;0.9099999999999999;-1.0;0.85;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1261;2
59;-1.0;-1.0;0.76;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;0.8800000000000001;aluno1261;3
60;0.6799999999999999;-1.0;-1.0;0.7;-1.0;-1.0;0.8300000000000001;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1262;1
61;-1.0;0.44000000000000006;-1.0;-1.0;0.67;-1.0;-1.0;0.9;-1.0;0.74;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1262;2
62;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;0.6900000000000001;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;0.8;aluno1262;3
63;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;0.5;-1.0;-1.0;aluno1265;1
64;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1265;2
65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1265;3
66;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;0.55;-1.0;-1.0;aluno1266;1
67;-1.0;-1.0;0.61;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;aluno1266;2
68;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;0.73;0.0;-1.0;-1.0;-1.0;aluno1266;3
69;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno1267;1
70;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;0.77;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6;0.79;-1.0;aluno1267;2
71;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;aluno1267;3
72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;aluno1268;1
73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1268;2
74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1268;3
75;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;aluno1269;1
76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.62;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1269;2
77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.95;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1269;3
78;0.8300000000000001;-1.0;-1.0;0.67;-1.0;-1.0;0.8;-1.0;0.65;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;aluno127;1
79;-1.0;0.8800000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.76;-1.0;0.64;-1.0;0.8;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno127;2
80;-1.0;-1.0;0.51;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;-1.0;0.71;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.54;0.65;aluno127;3
81;0.8099999999999999;0.5;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;0.03;-1.0;-1.0;aluno1271;1
82;-1.0;-1.0;0.0;-1.0;0.61;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1271;2
83;-1.0;-1.0;0.76;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.52;-1.0;0.06999999999999999;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;aluno1271;3
84;1.0;-1.0;-1.0;0.76;-1.0;-1.0;0.89;-1.0;0.0;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1273;1
85;-1.0;0.74;-1.0;-1.0;0.67;-1.0;-1.0;0.8300000000000001;0.6900000000000001;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1273;2
86;-1.0;-1.0;0.0;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1273;3
87;0.65;-1.0;-1.0;0.62;-1.0;-1.0;0.73;-1.0;0.53;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1274;1
88;-1.0;0.51;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.45;-1.0;0.64;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1274;2
89;-1.0;-1.0;0.79;-1.0;-1.0;0.78;-1.0;0.5900000000000001;-1.0;-1.0;0.62;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.61;0.6799999999999999;aluno1274;3
90;0.74;-1.0;-1.0;0.5;-1.0;-1.0;1.0;-1.0;0.06999999999999999;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;aluno1275;1
91;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;0.5;0.61;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1275;2
92;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;0.53;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;0.77;0.78;aluno1275;3
93;0.73;-1.0;-1.0;0.51;-1.0;-1.0;0.75;-1.0;0.51;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;aluno1276;1
94;-1.0;0.13999999999999999;-1.0;-1.0;0.43;-1.0;-1.0;0.5599999999999999;-1.0;0.5;-1.0;0.8;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1276;2
95;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;0.55;-1.0;-1.0;0.53;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;0.78;aluno1276;3
96;0.72;-1.0;-1.0;0.65;-1.0;-1.0;0.65;-1.0;0.52;-1.0;-1.0;-1.0;0.54;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1277;1
97;-1.0;0.38;-1.0;-1.0;0.41;-1.0;-1.0;0.76;-1.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1277;2
98;-1.0;0.8300000000000001;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;0.41;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1277;3
99;0.8400000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.82;-1.0;0.58;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.53;-1.0;-1.0;aluno128;1
100;-1.0;0.73;-1.0;-1.0;0.62;-1.0;-1.0;0.9199999999999999;-1.0;0.5;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno128;2
101;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;0.58;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;0.5;0.7;aluno128;3
102;0.78;-1.0;-1.0;0.82;-1.0;-1.0;0.85;-1.0;0.89;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;aluno1280;1
103;-1.0;0.72;-1.0;-1.0;0.79;-1.0;-1.0;0.9800000000000001;-1.0;0.8099999999999999;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1280;2
104;-1.0;-1.0;0.76;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;0.71;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.9400000000000001;0.9;aluno1280;3
105;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno1281;1
106;-1.0;0.8300000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1281;2
107;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.93;0.93;aluno1281;3
108;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1282;1
109;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1282;2
110;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.0;-1.0;0.0;-1.0;aluno1282;3
111;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;aluno1283;1
112;-1.0;-1.0;-1.0;-1.0;0.08;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1283;2
