;ARQ1000_grau;ARQ1001_grau;ARQ1002_grau;ARQ1003_grau;ARQ1004_grau;ARQ1005_grau;ARQ1101_grau;ARQ1102_grau;ARQ1103_grau;ARQ1104_grau;ARQ1201_grau;ART1020_grau;ART1027_grau;ART1028_grau;ART1029_grau;ART1030_grau;ART1210_grau;ART1420_grau;ART1819_grau;CIV1301_grau;CRE0700_grau;CRE1100_grau;CRE1141_grau;FIS1011_grau;HIS1430_grau;HIS1850_grau;MAT1071_grau;MAT1072_grau;SOC1139_grau;id;semestre
504;0.97;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.86;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1425;1
505;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;0.93;-1.0;0.85;-1.0;0.96;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1425;2
506;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;0.86;-1.0;0.99;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;0.96;aluno1425;3
507;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.95;-1.0;-1.0;0.6799999999999999;-1.0;1.0;-1.0;-1.0;-1.0;aluno1425;4
508;0.63;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;0.62;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1429;1
509;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;0.76;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1429;2
510;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;0.78;aluno1429;3
511;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1429;4
512;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno1430;1
513;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;0.79;-1.0;0.74;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1430;2
514;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;0.6;aluno1430;3
515;-1.0;-1.0;-1.0;-1.0;-1.0;0.52;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1430;4
516;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;aluno1435;1
517;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;-1.0;-1.0;0.85;0.63;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1435;2
518;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;0.55;aluno1435;3
519;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.32;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;aluno1435;4
520;0.96;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.96;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;aluno1437;1
521;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;0.9800000000000001;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1437;2
522;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;0.8400000000000001;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;0.8800000000000001;aluno1437;3
523;-1.0;-1.0;-1.0;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.97;0.74;-1.0;0.97;-1.0;-1.0;-1.0;aluno1437;4
524;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;0.39;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;aluno144;1
525;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;0.79;0.5700000000000001;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno144;2
526;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;0.6;aluno144;3
527;-1.0;-1.0;-1.0;-1.0;-1.0;0.45999999999999996;-1.0;-1.0;-1.0;0.52;-1.0;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.71;-1.0;0.64;-1.0;-1.0;-1.0;aluno144;4
528;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;0.86;-1.0;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;aluno1442;1
529;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;0.79;-1.0;0.89;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1442;2
530;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;0.73;0.89;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;0.7;aluno1442;3
531;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1442;4
532;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;0.73;-1.0;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;aluno1444;1
533;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;0.71;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1444;2
534;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;0.85;aluno1444;3
535;-1.0;-1.0;-1.0;-1.0;-1.0;0.13;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.41;-1.0;0.1;-1.0;-1.0;-1.0;aluno1444;4
536;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;0.6;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;aluno1445;1
537;-1.0;0.48;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;0.6599999999999999;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1445;2
538;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;0.85;aluno1445;3
539;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;0.44000000000000006;-1.0;0.8;-1.0;-1.0;-1.0;aluno1445;4
540;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;0.5599999999999999;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;aluno1447;1
541;-1.0;0.62;-1.0;-1.0;-1.0;-1.0;-1.0;0.55;-1.0;-1.0;-1.0;-1.0;0.25;-1.0;0.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1447;2
542;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;aluno1447;3
543;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1447;4
544;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno145;1
545;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno145;2
546;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.89;0.9;aluno145;3
547;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.97;-1.0;0.73;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;aluno145;4
548;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;0.71;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1452;1
549;-1.0;0.51;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;0.72;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1452;2
550;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;0.85;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;0.78;aluno1452;3
551;-1.0;-1.0;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;aluno1452;4
552;0.5900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;0.8;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;aluno1453;1
553;-1.0;0.52;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;0.8099999999999999;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1453;2
554;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;0.75;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;0.8099999999999999;aluno1453;3
555;-1.0;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;0.77;-1.0;-1.0;-1.0;aluno1453;4
556;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1455;1
557;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;0.8099999999999999;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1455;2
558;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;0.74;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;0.89;aluno1455;3
559;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;0.77;-1.0;-1.0;-1.0;aluno1455;4
560;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;0.01;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1456;1
561;-1.0;0.48;-1.0;-1.0;-1.0;-1.0;-1.0;0.22999999999999998;-1.0;-1.0;-1.0;-1.0;0.5;0.05;-1.0;-1.0;0.22999999999999998;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1456;2
562;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.44000000000000006;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;0.52;0.95;aluno1456;3
563;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1456;4
564;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;0.6;-1.0;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;aluno1457;1
565;-1.0;0.63;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;0.64;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1457;2
566;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;-1.0;0.8300000000000001;0.9099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.62;0.78;aluno1457;3
567;-1.0;-1.0;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;0.96;-1.0;-1.0;-1.0;aluno1457;4
568;0.63;-1.0;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;aluno1458;1
569;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;0.8800000000000001;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1458;2
570;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;0.64;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.53;0.6;aluno1458;3
571;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1458;4
572;0.71;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;0.51;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.89;-1.0;-1.0;aluno1461;1
573;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;0.89;-1.0;0.5900000000000001;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1461;2
574;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;0.9099999999999999;aluno1461;3
575;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;0.72;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;aluno1461;4
576;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;0.38;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;aluno1462;1
577;-1.0;0.53;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;0.72;0.76;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1462;2
578;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;0.9400000000000001;aluno1462;3
579;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;0.85;-1.0;-1.0;-1.0;aluno1462;4
580;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;0.44000000000000006;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;aluno1464;1
581;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;0.77;0.73;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1464;2
582;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;0.61;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.58;0.63;aluno1464;3
583;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.82;-1.0;0.13;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;aluno1464;4
584;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;aluno1466;1
585;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;0.5;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1466;2
586;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8300000000000001;0.65;aluno1466;3
587;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.16;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;-1.0;aluno1466;4
588;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;-1.0;0.9099999999999999;-1.0;0.5;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno1469;1
589;-1.0;0.54;-1.0;-1.0;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1469;2
