;ARQ1000_grau;ARQ1001_grau;ARQ1101_grau;ART1020_grau;ART1028_grau;ART1420_grau;CRE1100_grau;HIS1430_grau;MAT1071_grau;SOC1139_grau;id;semestre
71;0.85;-1.0;0.73;0.9;0.73;0.8;-1.0;-1.0;0.77;-1.0;aluno1316;1
72;0.8300000000000001;-1.0;0.78;0.8300000000000001;0.7;0.9;-1.0;-1.0;0.78;-1.0;aluno1317;1
73;0.86;-1.0;0.73;0.95;0.6799999999999999;0.8;-1.0;-1.0;0.85;-1.0;aluno1319;1
74;0.9099999999999999;-1.0;0.76;0.85;0.8099999999999999;0.9199999999999999;-1.0;-1.0;0.8099999999999999;-1.0;aluno1320;1
75;0.72;-1.0;0.78;0.6900000000000001;0.7;0.8;-1.0;-1.0;0.7;-1.0;aluno1321;1
76;0.6599999999999999;-1.0;0.62;1.0;0.65;0.95;-1.0;-1.0;0.53;-1.0;aluno1326;1
77;0.86;-1.0;0.5700000000000001;0.85;0.43;1.0;-1.0;-1.0;0.53;-1.0;aluno1327;1
78;0.6900000000000001;-1.0;0.6900000000000001;0.96;0.62;0.78;-1.0;-1.0;0.53;-1.0;aluno1328;1
79;0.77;-1.0;0.53;0.82;0.54;0.62;-1.0;-1.0;0.5599999999999999;-1.0;aluno133;1
80;0.74;-1.0;0.58;0.6799999999999999;0.33999999999999997;0.9;-1.0;-1.0;0.13999999999999999;-1.0;aluno1330;1
81;0.79;-1.0;0.5900000000000001;0.8800000000000001;0.63;0.9;-1.0;-1.0;0.8400000000000001;-1.0;aluno1331;1
82;0.9400000000000001;-1.0;0.8300000000000001;0.85;0.8099999999999999;1.0;-1.0;-1.0;0.6599999999999999;-1.0;aluno1332;1
83;0.79;-1.0;0.76;0.73;0.71;0.86;-1.0;-1.0;0.8400000000000001;-1.0;aluno1333;1
84;0.72;-1.0;0.53;0.9;0.53;0.9;-1.0;-1.0;0.5;-1.0;aluno1334;1
85;0.6;-1.0;0.75;0.73;0.76;0.8;-1.0;-1.0;0.73;-1.0;aluno1337;1
86;0.8300000000000001;-1.0;0.79;0.9;0.8400000000000001;0.95;-1.0;-1.0;0.6900000000000001;-1.0;aluno1338;1
87;0.65;-1.0;0.6;0.73;0.74;0.8400000000000001;-1.0;-1.0;0.82;-1.0;aluno1339;1
88;0.77;-1.0;0.78;0.6799999999999999;0.79;0.82;-1.0;-1.0;0.5;-1.0;aluno1340;1
89;0.77;-1.0;0.82;0.9400000000000001;0.74;0.96;-1.0;-1.0;0.78;-1.0;aluno1341;1
90;0.8300000000000001;-1.0;0.74;0.85;0.82;0.8800000000000001;-1.0;-1.0;0.89;-1.0;aluno1342;1
91;0.73;-1.0;0.86;0.96;0.8300000000000001;0.86;-1.0;-1.0;0.82;-1.0;aluno1343;1
92;0.8300000000000001;-1.0;0.77;0.85;0.79;0.9800000000000001;-1.0;-1.0;0.76;-1.0;aluno1344;1
93;0.75;-1.0;0.53;0.78;0.71;0.9;-1.0;-1.0;0.5900000000000001;-1.0;aluno1345;1
94;0.64;-1.0;0.6799999999999999;0.73;0.55;0.8099999999999999;-1.0;-1.0;0.74;-1.0;aluno1346;1
95;0.6599999999999999;-1.0;0.55;0.6900000000000001;0.5;0.86;-1.0;-1.0;0.58;-1.0;aluno1348;1
96;0.82;-1.0;0.65;0.9800000000000001;0.44000000000000006;0.8800000000000001;-1.0;-1.0;0.5;-1.0;aluno1349;1
97;0.76;-1.0;0.89;0.79;0.77;0.7;-1.0;-1.0;0.8300000000000001;-1.0;aluno135;1
98;0.75;-1.0;0.6799999999999999;0.8800000000000001;0.61;0.8400000000000001;-1.0;-1.0;0.5;-1.0;aluno1351;1
99;0.61;-1.0;0.5599999999999999;0.6599999999999999;0.22000000000000003;0.76;-1.0;-1.0;0.0;-1.0;aluno1352;1
100;0.79;-1.0;0.0;0.85;0.0;0.0;-1.0;-1.0;0.02;-1.0;aluno1353;1
101;0.85;-1.0;0.65;0.9099999999999999;0.61;0.9;-1.0;-1.0;0.76;-1.0;aluno1354;1
102;0.76;-1.0;0.6799999999999999;0.73;0.6799999999999999;0.8099999999999999;-1.0;-1.0;0.38;-1.0;aluno1355;1
103;0.89;-1.0;0.86;0.96;0.8699999999999999;0.9;-1.0;-1.0;0.65;-1.0;aluno1356;1
104;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;0.78;aluno1357;1
105;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1358;1
106;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;aluno1359;1
107;0.78;-1.0;0.54;0.78;0.0;0.9;-1.0;-1.0;0.0;-1.0;aluno1360;1
108;-1.0;-1.0;0.62;-1.0;0.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;aluno1361;1
109;0.85;-1.0;0.75;0.73;0.4;0.9;-1.0;-1.0;0.21000000000000002;-1.0;aluno1362;1
110;0.8300000000000001;-1.0;0.6900000000000001;-1.0;0.61;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;aluno1363;1
111;0.9;-1.0;0.64;0.8800000000000001;0.5599999999999999;0.89;-1.0;-1.0;0.36;-1.0;aluno1364;1
112;0.8300000000000001;-1.0;0.77;1.0;0.73;0.96;-1.0;-1.0;0.5;-1.0;aluno1365;1
113;1.0;-1.0;0.73;1.0;-1.0;0.95;1.0;-1.0;0.0;-1.0;aluno1366;1
114;0.8699999999999999;-1.0;0.74;0.85;0.86;0.9;-1.0;-1.0;0.7;-1.0;aluno1368;1
115;0.74;-1.0;0.74;0.65;0.33999999999999997;0.8400000000000001;-1.0;-1.0;0.7;-1.0;aluno137;1
116;0.76;-1.0;0.67;0.6;0.5700000000000001;0.93;-1.0;-1.0;0.5599999999999999;-1.0;aluno1370;1
117;0.86;-1.0;0.61;0.78;0.6900000000000001;0.9199999999999999;-1.0;-1.0;0.51;-1.0;aluno1371;1
118;0.8699999999999999;-1.0;0.78;1.0;0.6;0.95;-1.0;-1.0;0.5900000000000001;-1.0;aluno1372;1
119;0.6799999999999999;-1.0;0.65;0.9;0.6900000000000001;0.9800000000000001;-1.0;-1.0;0.55;-1.0;aluno1373;1
120;0.86;-1.0;0.8;0.6799999999999999;0.8300000000000001;-1.0;-1.0;-1.0;0.63;-1.0;aluno1374;1
121;0.8400000000000001;-1.0;0.64;0.9099999999999999;0.47000000000000003;0.86;-1.0;-1.0;0.5;-1.0;aluno1376;1
122;0.8;-1.0;0.6799999999999999;0.9099999999999999;0.65;0.8800000000000001;-1.0;-1.0;0.55;-1.0;aluno1377;1
123;0.71;-1.0;0.76;0.63;0.65;0.86;-1.0;-1.0;0.75;-1.0;aluno1378;1
124;0.76;-1.0;0.5900000000000001;0.73;0.58;0.8;-1.0;-1.0;0.5;-1.0;aluno1379;1
125;0.79;-1.0;0.8800000000000001;1.0;0.71;0.6799999999999999;-1.0;-1.0;0.8800000000000001;-1.0;aluno138;1
126;0.7;-1.0;0.6599999999999999;0.85;0.39;0.9800000000000001;-1.0;-1.0;0.5900000000000001;-1.0;aluno1380;1
127;0.9;-1.0;0.64;0.8800000000000001;0.47000000000000003;0.95;-1.0;-1.0;0.62;-1.0;aluno1381;1
128;0.86;-1.0;0.7;0.6799999999999999;0.38;1.0;-1.0;-1.0;0.5;-1.0;aluno139;1
129;0.74;-1.0;0.78;0.73;0.5700000000000001;0.8699999999999999;-1.0;-1.0;0.61;-1.0;aluno1390;1
130;0.73;-1.0;0.63;0.63;0.58;0.8400000000000001;-1.0;-1.0;0.6900000000000001;-1.0;aluno1391;1
131;0.78;-1.0;0.51;0.9;0.38;0.9;-1.0;-1.0;0.6;-1.0;aluno1392;1
132;0.8300000000000001;-1.0;0.65;0.85;0.6599999999999999;0.8400000000000001;-1.0;-1.0;1.0;-1.0;aluno1393;1
133;0.9199999999999999;-1.0;0.64;0.9800000000000001;0.36;0.9;-1.0;-1.0;0.8300000000000001;-1.0;aluno1394;1
134;0.8800000000000001;-1.0;0.79;0.78;0.45999999999999996;1.0;-1.0;-1.0;0.8400000000000001;-1.0;aluno1395;1
135;0.8099999999999999;-1.0;0.8300000000000001;0.8800000000000001;0.67;0.9;-1.0;-1.0;1.0;-1.0;aluno1397;1
136;0.8400000000000001;-1.0;0.75;0.8;0.79;0.97;-1.0;-1.0;0.9;-1.0;aluno1398;1
137;0.86;-1.0;0.65;0.8;0.3;0.9;-1.0;-1.0;0.75;-1.0;aluno1399;1
138;0.74;-1.0;0.72;0.7;0.6599999999999999;0.41;-1.0;-1.0;0.62;-1.0;aluno140;1
139;0.79;-1.0;0.67;0.8300000000000001;0.6;0.9;-1.0;-1.0;0.9199999999999999;-1.0;aluno1400;1
140;0.8099999999999999;-1.0;0.77;0.8300000000000001;0.53;0.79;-1.0;-1.0;0.55;-1.0;aluno1401;1
141;0.78;-1.0;0.85;0.9;0.79;0.9800000000000001;-1.0;-1.0;0.8699999999999999;-1.0;aluno1402;1
142;0.76;-1.0;0.73;0.8300000000000001;0.78;0.8699999999999999;-1.0;-1.0;0.9;-1.0;aluno1405;1
143;0.74;-1.0;0.77;0.9;0.53;0.9;-1.0;-1.0;0.85;-1.0;aluno1406;1
144;0.9800000000000001;-1.0;0.82;0.8300000000000001;0.8400000000000001;0.9400000000000001;-1.0;-1.0;0.79;-1.0;aluno1407;1
145;0.71;-1.0;0.72;0.8;0.61;0.8099999999999999;-1.0;-1.0;0.8300000000000001;-1.0;aluno1408;1
146;0.75;-1.0;-1.0;-1.0;-1.0;0.8;0.99;-1.0;-1.0;-1.0;aluno1412;1
147;0.76;0.52;0.67;-1.0;-1.0;-1.0;-1.0;0.74;-1.0;-1.0;aluno1413;1
148;-1.0;-1.0;0.8400000000000001;-1.0;0.62;-1.0;-1.0;-1.0;0.5;-1.0;aluno1419;1
149;0.6599999999999999;-1.0;0.6599999999999999;0.85;0.52;0.9;-1.0;-1.0;0.51;-1.0;aluno142;1
150;-1.0;-1.0;0.86;0.96;0.6900000000000001;1.0;-1.0;-1.0;-1.0;-1.0;aluno1420;1
151;0.82;-1.0;0.85;0.93;0.79;0.9400000000000001;-1.0;-1.0;0.8800000000000001;-1.0;aluno1422;1
152;0.78;-1.0;0.74;0.8300000000000001;0.9099999999999999;0.9199999999999999;-1.0;-1.0;1.0;-1.0;aluno1423;1
153;0.97;-1.0;0.8099999999999999;0.86;0.8300000000000001;1.0;-1.0;-1.0;0.85;-1.0;aluno1425;1
154;0.86;-1.0;0.7;0.9099999999999999;0.21000000000000002;0.85;-1.0;-1.0;0.74;-1.0;aluno1426;1
155;0.2;-1.0;0.29;0.8099999999999999;0.11000000000000001;0.24;-1.0;-1.0;0.25;-1.0;aluno1428;1
156;0.63;-1.0;0.65;0.75;0.62;0.76;-1.0;-1.0;0.85;-1.0;aluno1429;1
157;0.71;-1.0;0.58;0.8099999999999999;0.6599999999999999;0.79;-1.0;-1.0;0.8800000000000001;-1.0;aluno1430;1
158;0.76;-1.0;0.7;0.8300000000000001;-1.0;0.76;1.0;-1.0;0.5;-1.0;aluno1435;1
159;0.96;-1.0;0.8699999999999999;0.96;0.8699999999999999;0.9;-1.0;-1.0;0.74;-1.0;aluno1437;1
160;0.73;-1.0;0.65;0.8400000000000001;0.39;0.6900000000000001;-1.0;-1.0;0.5900000000000001;-1.0;aluno144;1
161;0.72;-1.0;0.54;0.9;0.2;0.5599999999999999;-1.0;-1.0;0.53;-1.0;aluno1440;1
162;0.67;-1.0;0.82;0.78;0.86;0.9400000000000001;-1.0;-1.0;0.8699999999999999;-1.0;aluno1442;1
163;0.77;-1.0;0.48;0.85;0.27;0.8699999999999999;-1.0;-1.0;0.8099999999999999;-1.0;aluno1443;1
164;0.8400000000000001;-1.0;0.74;0.85;0.73;0.9400000000000001;-1.0;-1.0;0.9;-1.0;aluno1444;1
165;0.75;-1.0;0.8099999999999999;0.75;0.6;0.82;-1.0;-1.0;0.5;-1.0;aluno1445;1
166;0.75;-1.0;0.64;0.75;0.5700000000000001;0.76;-1.0;-1.0;0.8099999999999999;-1.0;aluno1446;1
167;0.71;-1.0;0.8400000000000001;0.77;0.5599999999999999;0.8099999999999999;-1.0;-1.0;0.73;-1.0;aluno1447;1
168;0.82;-1.0;0.5599999999999999;0.93;0.53;0.8800000000000001;-1.0;-1.0;0.6599999999999999;-1.0;aluno1448;1
169;0.93;-1.0;0.85;0.6799999999999999;0.8699999999999999;0.9;-1.0;-1.0;0.8099999999999999;-1.0;aluno145;1
170;0.9;-1.0;0.75;0.85;0.65;1.0;-1.0;-1.0;0.78;-1.0;aluno1450;1
171;0.82;-1.0;0.6799999999999999;0.78;0.58;0.8099999999999999;-1.0;-1.0;0.82;-1.0;aluno1451;1
172;0.85;-1.0;0.8099999999999999;0.85;0.71;0.8400000000000001;-1.0;-1.0;1.0;-1.0;aluno1452;1
173;0.5900000000000001;-1.0;0.72;0.78;0.8;0.78;-1.0;-1.0;0.9199999999999999;-1.0;aluno1453;1
174;0.8699999999999999;-1.0;0.76;0.78;0.6599999999999999;0.78;-1.0;-1.0;0.7;-1.0;aluno1455;1
175;0.8099999999999999;-1.0;0.65;0.85;0.01;0.85;-1.0;-1.0;0.85;-1.0;aluno1456;1
176;0.8099999999999999;-1.0;0.82;0.8800000000000001;0.6;0.9400000000000001;-1.0;-1.0;0.67;-1.0;aluno1457;1
177;0.63;-1.0;0.64;0.78;0.6599999999999999;0.76;-1.0;-1.0;0.73;-1.0;aluno1458;1
178;0.71;-1.0;0.74;0.85;0.51;0.9;-1.0;-1.0;0.89;-1.0;aluno1461;1
179;0.75;-1.0;0.65;0.8800000000000001;0.38;0.8400000000000001;-1.0;-1.0;0.74;-1.0;aluno1462;1
180;0.75;-1.0;0.65;0.8300000000000001;0.44000000000000006;0.85;-1.0;-1.0;0.5;-1.0;aluno1464;1
181;0.77;-1.0;0.5700000000000001;0.8300000000000001;0.6799999999999999;0.8800000000000001;-1.0;-1.0;0.6799999999999999;-1.0;aluno1466;1
182;0.93;-1.0;0.85;0.85;0.8699999999999999;0.9400000000000001;-1.0;-1.0;0.73;-1.0;aluno1467;1
183;0.8400000000000001;-1.0;0.6900000000000001;0.9099999999999999;0.5;0.8800000000000001;-1.0;-1.0;0.8099999999999999;-1.0;aluno1469;1
184;0.82;-1.0;0.62;0.95;0.5;0.6900000000000001;-1.0;-1.0;0.58;-1.0;aluno147;1
185;0.75;-1.0;0.6;0.78;0.55;0.8400000000000001;-1.0;-1.0;0.8300000000000001;-1.0;aluno1470;1
186;0.74;-1.0;0.5900000000000001;0.78;0.54;0.8099999999999999;-1.0;-1.0;0.76;-1.0;aluno1472;1
187;0.8;-1.0;0.76;0.93;0.32999999999999996;0.9;-1.0;-1.0;0.8;-1.0;aluno1473;1
188;0.78;-1.0;0.6599999999999999;0.8099999999999999;0.76;0.8699999999999999;-1.0;-1.0;0.8300000000000001;-1.0;aluno1474;1
189;0.86;-1.0;0.73;0.85;0.8;0.9099999999999999;-1.0;-1.0;0.6900000000000001;-1.0;aluno1476;1
190;0.72;-1.0;0.72;0.8300000000000001;0.62;0.93;-1.0;-1.0;0.8800000000000001;-1.0;aluno1479;1
191;0.67;-1.0;0.67;0.89;0.78;0.6900000000000001;-1.0;-1.0;0.64;-1.0;aluno148;1
192;0.9;-1.0;0.73;0.79;0.64;0.86;-1.0;-1.0;0.5900000000000001;-1.0;aluno149;1
193;0.82;-1.0;0.65;0.9199999999999999;0.6;0.8400000000000001;-1.0;-1.0;1.0;-1.0;aluno1490;1
194;0.73;-1.0;0.64;0.73;0.8300000000000001;0.8;-1.0;-1.0;0.9;-1.0;aluno1491;1
195;0.64;-1.0;0.64;0.62;0.53;0.9;-1.0;-1.0;1.0;-1.0;aluno1492;1
196;0.8800000000000001;-1.0;0.65;0.76;0.7;0.8;-1.0;-1.0;0.7;-1.0;aluno1493;1
197;0.8400000000000001;-1.0;0.51;0.86;0.6;0.54;-1.0;-1.0;0.67;-1.0;aluno1494;1
198;0.71;-1.0;0.65;0.73;0.62;0.54;-1.0;-1.0;1.0;-1.0;aluno1495;1
199;0.93;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;0.52;-1.0;aluno1496;1
200;0.8400000000000001;-1.0;0.76;0.76;0.64;1.0;-1.0;-1.0;0.85;-1.0;aluno1497;1
201;0.8800000000000001;-1.0;0.6900000000000001;0.8300000000000001;0.45;0.54;-1.0;-1.0;1.0;-1.0;aluno1498;1
202;0.9099999999999999;-1.0;0.58;0.9400000000000001;0.49000000000000005;0.8400000000000001;-1.0;-1.0;0.8;-1.0;aluno1499;1
203;0.82;-1.0;0.41;0.8300000000000001;0.27;0.86;-1.0;-1.0;0.95;-1.0;aluno15;1
204;0.7;-1.0;0.65;0.79;0.52;0.51;-1.0;-1.0;0.5599999999999999;-1.0;aluno150;1
205;0.8099999999999999;-1.0;0.76;0.9099999999999999;0.74;0.96;-1.0;-1.0;0.53;-1.0;aluno1500;1
206;0.6799999999999999;-1.0;0.74;0.78;0.72;0.85;-1.0;-1.0;1.0;-1.0;aluno1501;1
207;0.77;-1.0;0.78;0.75;0.75;1.0;-1.0;-1.0;0.93;-1.0;aluno1502;1
208;0.8699999999999999;-1.0;0.6;0.79;0.6900000000000001;0.8699999999999999;-1.0;-1.0;0.6;-1.0;aluno1503;1
209;0.75;-1.0;0.6799999999999999;0.76;0.61;0.9;-1.0;-1.0;0.54;-1.0;aluno1504;1
210;0.78;-1.0;0.79;0.73;0.67;1.0;-1.0;-1.0;1.0;-1.0;aluno1505;1
211;0.89;-1.0;0.72;0.9800000000000001;0.8099999999999999;0.9;-1.0;-1.0;0.8;-1.0;aluno1506;1
212;0.82;-1.0;0.65;0.67;0.54;1.0;-1.0;-1.0;0.65;-1.0;aluno1508;1
213;0.6;-1.0;0.62;0.9199999999999999;0.63;0.48;-1.0;-1.0;0.75;-1.0;aluno1509;1
214;0.76;-1.0;0.78;0.96;0.8300000000000001;0.85;-1.0;-1.0;0.9400000000000001;-1.0;aluno1510;1
215;0.74;-1.0;0.67;-1.0;0.44000000000000006;0.8300000000000001;-1.0;-1.0;0.3;-1.0;aluno1511;1
216;0.74;-1.0;0.86;0.9199999999999999;0.8099999999999999;0.8;-1.0;-1.0;1.0;-1.0;aluno1513;1
217;0.85;-1.0;0.6599999999999999;0.9800000000000001;0.71;0.93;-1.0;-1.0;0.85;-1.0;aluno1514;1
218;0.86;-1.0;0.8099999999999999;0.86;0.8099999999999999;0.95;-1.0;-1.0;0.72;-1.0;aluno1515;1
219;0.71;-1.0;0.71;0.78;0.64;0.8699999999999999;-1.0;-1.0;1.0;-1.0;aluno1516;1
220;0.8099999999999999;-1.0;0.7;0.74;0.73;0.8400000000000001;-1.0;-1.0;0.9199999999999999;-1.0;aluno1517;1
