;ARQ1000_grau;ARQ1001_grau;ARQ1101_grau;ART1020_grau;ART1028_grau;ART1420_grau;CRE1100_grau;HIS1430_grau;MAT1071_grau;SOC1139_grau;id;semestre
221;0.76;-1.0;0.6900000000000001;0.9800000000000001;0.48;0.95;-1.0;-1.0;0.6;-1.0;aluno1519;1
222;0.9;-1.0;0.6900000000000001;0.89;0.55;1.0;-1.0;-1.0;0.54;-1.0;aluno152;1
223;0.6799999999999999;-1.0;0.8400000000000001;0.76;0.8099999999999999;0.9400000000000001;-1.0;-1.0;0.5900000000000001;-1.0;aluno1520;1
224;0.62;-1.0;0.73;0.65;0.64;0.6900000000000001;-1.0;-1.0;0.6900000000000001;-1.0;aluno1521;1
225;0.8400000000000001;-1.0;0.62;0.86;0.45999999999999996;0.8400000000000001;-1.0;-1.0;0.76;-1.0;aluno1522;1
226;0.78;-1.0;0.6799999999999999;0.82;0.74;0.8800000000000001;-1.0;-1.0;0.7;-1.0;aluno1524;1
227;0.71;-1.0;0.64;0.78;0.54;0.22999999999999998;-1.0;-1.0;0.8800000000000001;-1.0;aluno1526;1
228;0.8800000000000001;-1.0;0.85;0.9099999999999999;0.71;1.0;-1.0;-1.0;-1.0;-1.0;aluno1527;1
229;0.97;0.7;0.9;0.8800000000000001;0.9;1.0;-1.0;-1.0;0.77;-1.0;aluno1528;1
230;0.85;-1.0;0.6900000000000001;0.8800000000000001;0.78;1.0;-1.0;-1.0;0.8800000000000001;-1.0;aluno1529;1
231;0.76;-1.0;0.58;0.72;0.19;0.4;-1.0;-1.0;0.5;-1.0;aluno153;1
232;0.63;-1.0;0.63;0.9199999999999999;0.72;0.8099999999999999;-1.0;-1.0;0.6599999999999999;-1.0;aluno1530;1
233;0.76;-1.0;0.65;0.76;0.63;0.8300000000000001;-1.0;-1.0;0.64;-1.0;aluno1531;1
234;0.67;-1.0;0.64;0.76;0.73;0.8699999999999999;-1.0;-1.0;0.96;-1.0;aluno1532;1
235;0.74;-1.0;0.6799999999999999;0.76;0.6;0.6599999999999999;-1.0;-1.0;0.64;-1.0;aluno1533;1
236;0.85;-1.0;0.7;0.86;0.74;1.0;-1.0;-1.0;0.9;-1.0;aluno1534;1
237;0.8699999999999999;-1.0;0.7;0.73;0.63;0.8699999999999999;-1.0;-1.0;0.6;-1.0;aluno1535;1
238;0.63;-1.0;0.64;-1.0;-1.0;0.72;-1.0;-1.0;0.6;-1.0;aluno1536;1
239;0.67;-1.0;0.71;0.7;0.71;0.8400000000000001;-1.0;-1.0;0.73;-1.0;aluno1538;1
240;0.62;-1.0;0.78;0.75;0.72;0.52;-1.0;-1.0;0.9;-1.0;aluno1539;1
241;0.67;-1.0;0.64;0.9099999999999999;0.62;0.8800000000000001;-1.0;-1.0;0.5599999999999999;-1.0;aluno1546;1
242;0.9400000000000001;0.52;0.72;0.9099999999999999;0.6900000000000001;0.82;-1.0;-1.0;0.85;-1.0;aluno1547;1
243;0.9400000000000001;-1.0;0.6900000000000001;0.82;0.64;0.8400000000000001;-1.0;-1.0;0.63;-1.0;aluno1548;1
244;0.8699999999999999;-1.0;0.79;0.8;0.74;1.0;-1.0;-1.0;1.0;-1.0;aluno1550;1
245;0.6;-1.0;0.5900000000000001;0.73;0.49000000000000005;0.9;-1.0;-1.0;0.8800000000000001;-1.0;aluno1552;1
246;0.64;-1.0;0.6;1.0;0.25;0.74;-1.0;-1.0;0.64;-1.0;aluno1553;1
247;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.55;-1.0;aluno1554;1
248;0.77;-1.0;0.5900000000000001;0.79;0.5;0.51;-1.0;-1.0;0.8;-1.0;aluno156;1
249;0.7;-1.0;0.63;0.62;0.48;0.62;-1.0;-1.0;0.63;-1.0;aluno158;1
250;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9;0.9;0.65;-1.0;aluno1596;1
251;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;0.0;-1.0;aluno1597;1
252;0.73;-1.0;0.73;0.8699999999999999;0.6599999999999999;1.0;-1.0;-1.0;0.65;-1.0;aluno16;1
253;0.8300000000000001;-1.0;0.6799999999999999;0.93;0.85;0.9;-1.0;-1.0;0.8;-1.0;aluno1600;1
254;0.72;-1.0;0.76;0.78;0.82;0.9099999999999999;-1.0;-1.0;0.8800000000000001;-1.0;aluno1601;1
255;0.9099999999999999;-1.0;0.75;0.93;0.77;0.9199999999999999;-1.0;-1.0;1.0;-1.0;aluno1602;1
256;0.85;-1.0;0.8099999999999999;0.95;0.73;0.9199999999999999;-1.0;-1.0;0.8;-1.0;aluno1603;1
257;0.86;-1.0;0.79;0.75;0.44000000000000006;0.86;-1.0;-1.0;0.85;-1.0;aluno1604;1
258;0.8800000000000001;-1.0;0.67;0.8;0.93;0.85;-1.0;-1.0;1.0;-1.0;aluno1605;1
259;0.9099999999999999;-1.0;0.82;0.8300000000000001;0.71;0.79;-1.0;-1.0;0.8;-1.0;aluno1606;1
260;-1.0;-1.0;0.58;-1.0;0.67;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;aluno1607;1
261;-1.0;0.6900000000000001;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1608;1
262;0.8300000000000001;-1.0;0.75;0.8;0.55;0.73;-1.0;-1.0;0.65;-1.0;aluno1609;1
263;0.76;-1.0;0.6900000000000001;0.9800000000000001;0.79;0.9199999999999999;-1.0;-1.0;0.85;-1.0;aluno1611;1
264;0.79;-1.0;0.64;0.8;0.75;0.6799999999999999;-1.0;-1.0;1.0;-1.0;aluno1612;1
265;0.75;-1.0;0.72;0.95;0.8099999999999999;0.9099999999999999;-1.0;-1.0;1.0;-1.0;aluno1614;1
266;0.8099999999999999;-1.0;0.8300000000000001;0.8300000000000001;0.76;0.77;-1.0;-1.0;1.0;-1.0;aluno1615;1
267;0.8099999999999999;-1.0;0.63;0.8;0.64;0.9199999999999999;-1.0;-1.0;1.0;-1.0;aluno1616;1
268;0.9;0.8;0.72;0.86;0.8300000000000001;1.0;-1.0;-1.0;-1.0;-1.0;aluno1618;1
269;0.89;0.52;0.6599999999999999;0.76;0.71;0.86;-1.0;-1.0;-1.0;-1.0;aluno1619;1
270;0.65;-1.0;0.53;0.85;0.32;0.9400000000000001;-1.0;-1.0;0.52;-1.0;aluno162;1
271;0.8;-1.0;0.71;0.8099999999999999;0.1;0.89;-1.0;-1.0;0.9;-1.0;aluno1620;1
272;0.95;-1.0;0.8;0.9;0.89;0.82;-1.0;-1.0;0.85;-1.0;aluno1621;1
273;0.79;-1.0;0.6900000000000001;0.8800000000000001;0.86;0.77;-1.0;-1.0;0.8800000000000001;-1.0;aluno1622;1
274;0.8300000000000001;-1.0;0.62;1.0;0.64;0.96;-1.0;-1.0;0.7;-1.0;aluno1623;1
275;0.8;-1.0;0.63;0.93;0.75;0.9;-1.0;-1.0;0.8;-1.0;aluno1624;1
276;0.8099999999999999;-1.0;0.53;0.77;0.47000000000000003;0.75;-1.0;-1.0;0.6;-1.0;aluno1625;1
277;0.8;-1.0;0.7;0.9099999999999999;0.77;0.86;-1.0;-1.0;0.65;-1.0;aluno1627;1
278;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;0.8;-1.0;aluno1629;1
279;0.0;-1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;-1.0;aluno1630;1
280;0.75;-1.0;0.6900000000000001;0.75;0.5599999999999999;0.8699999999999999;-1.0;-1.0;0.8800000000000001;-1.0;aluno1631;1
281;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;aluno1632;1
282;0.79;-1.0;0.72;0.75;0.62;0.76;-1.0;-1.0;0.85;-1.0;aluno1633;1
283;0.79;-1.0;0.8800000000000001;1.0;0.8699999999999999;1.0;-1.0;-1.0;0.93;-1.0;aluno1634;1
284;0.8;-1.0;0.6900000000000001;0.96;0.85;0.9;-1.0;-1.0;0.7;-1.0;aluno1635;1
285;0.6599999999999999;-1.0;0.63;0.85;0.75;0.86;-1.0;-1.0;0.8;-1.0;aluno1636;1
286;0.9099999999999999;-1.0;0.71;0.8800000000000001;0.65;1.0;-1.0;-1.0;0.8400000000000001;-1.0;aluno1637;1
287;0.72;-1.0;0.6900000000000001;0.9;0.78;0.9400000000000001;-1.0;-1.0;0.9;-1.0;aluno1638;1
288;0.71;-1.0;0.6799999999999999;0.8800000000000001;0.72;0.8;-1.0;-1.0;0.7;-1.0;aluno1639;1
289;0.8400000000000001;-1.0;0.8099999999999999;0.8800000000000001;0.76;0.9;-1.0;-1.0;0.7;-1.0;aluno1641;1
290;0.79;-1.0;0.65;0.96;0.64;0.9;-1.0;-1.0;0.9;-1.0;aluno1642;1
291;0.85;-1.0;0.6799999999999999;0.8;0.78;0.82;-1.0;-1.0;0.7;-1.0;aluno1643;1
292;0.79;-1.0;0.8;0.77;0.67;0.74;-1.0;-1.0;0.6799999999999999;-1.0;aluno1644;1
293;0.86;-1.0;0.79;0.95;0.72;0.9;-1.0;-1.0;0.75;-1.0;aluno1645;1
294;0.8300000000000001;-1.0;0.64;0.9800000000000001;0.52;0.96;-1.0;-1.0;0.8;-1.0;aluno1646;1
295;0.71;-1.0;0.67;0.85;0.64;0.9;-1.0;-1.0;0.9;-1.0;aluno1647;1
296;0.82;-1.0;0.65;0.8;0.63;0.8800000000000001;-1.0;-1.0;0.65;-1.0;aluno1648;1
297;0.78;-1.0;0.6599999999999999;0.86;0.61;0.62;-1.0;-1.0;0.75;-1.0;aluno1649;1
298;0.73;-1.0;0.6;0.89;0.63;0.8800000000000001;-1.0;-1.0;0.73;-1.0;aluno1650;1
299;0.79;-1.0;0.85;0.9;0.82;1.0;-1.0;-1.0;0.8;-1.0;aluno1651;1
300;0.85;0.47000000000000003;-1.0;0.78;0.52;0.9099999999999999;0.95;-1.0;0.35;-1.0;aluno1652;1
301;0.73;-1.0;0.63;0.75;0.8099999999999999;0.73;-1.0;-1.0;0.9;-1.0;aluno1653;1
302;0.75;-1.0;0.73;0.85;0.77;0.75;-1.0;-1.0;0.75;-1.0;aluno1654;1
303;0.6799999999999999;-1.0;0.63;1.0;0.76;0.9;-1.0;-1.0;0.9;-1.0;aluno1655;1
304;0.19;-1.0;0.16;0.25;0.0;0.54;-1.0;-1.0;0.0;-1.0;aluno166;1
305;0.8400000000000001;-1.0;0.74;1.0;0.75;0.72;-1.0;-1.0;0.6;-1.0;aluno1660;1
306;0.9;-1.0;0.86;0.93;0.8699999999999999;1.0;-1.0;-1.0;1.0;-1.0;aluno1661;1
307;0.75;-1.0;0.64;0.8;0.43;0.58;-1.0;-1.0;0.53;-1.0;aluno1662;1
308;0.9099999999999999;-1.0;0.67;0.8;0.75;0.62;-1.0;-1.0;0.95;-1.0;aluno1663;1
309;0.6799999999999999;-1.0;0.6900000000000001;0.95;0.8300000000000001;0.96;-1.0;-1.0;0.75;-1.0;aluno1664;1
310;0.72;-1.0;0.67;0.8300000000000001;0.76;0.86;-1.0;-1.0;0.5700000000000001;-1.0;aluno1665;1
311;0.93;-1.0;0.5900000000000001;0.85;0.54;0.61;-1.0;-1.0;0.85;-1.0;aluno1667;1
312;0.63;-1.0;0.85;0.9;0.9199999999999999;0.9400000000000001;-1.0;-1.0;0.75;-1.0;aluno1668;1
313;0.72;-1.0;0.62;0.93;0.6;0.9;-1.0;-1.0;0.5;-1.0;aluno1669;1
314;0.7;-1.0;0.53;0.9;0.16999999999999998;0.8800000000000001;-1.0;-1.0;0.53;-1.0;aluno167;1
315;0.85;-1.0;0.6599999999999999;0.78;0.6799999999999999;0.51;-1.0;-1.0;0.95;-1.0;aluno1670;1
316;0.8300000000000001;-1.0;0.5;0.75;0.51;0.54;-1.0;-1.0;0.8;-1.0;aluno1671;1
317;0.74;-1.0;0.65;1.0;0.75;0.64;-1.0;-1.0;0.37;-1.0;aluno1672;1
318;0.86;-1.0;0.8099999999999999;0.9;0.89;1.0;-1.0;-1.0;0.75;-1.0;aluno1673;1
319;0.86;-1.0;0.75;0.78;0.65;0.67;-1.0;-1.0;0.65;-1.0;aluno1674;1
320;0.62;-1.0;0.7;0.9;0.6;0.62;-1.0;-1.0;0.62;-1.0;aluno1675;1
321;0.8099999999999999;-1.0;0.72;0.85;0.6599999999999999;0.9400000000000001;-1.0;-1.0;0.85;-1.0;aluno1676;1
322;0.8;-1.0;0.67;0.8300000000000001;0.5;0.6599999999999999;-1.0;-1.0;0.75;-1.0;aluno1677;1
323;0.76;-1.0;0.71;0.8;0.6900000000000001;0.58;-1.0;-1.0;0.9;-1.0;aluno1678;1
324;0.76;-1.0;0.8800000000000001;1.0;0.89;0.72;-1.0;-1.0;0.9;-1.0;aluno1679;1
325;0.82;-1.0;0.74;0.93;0.72;0.9199999999999999;-1.0;-1.0;0.7;-1.0;aluno1680;1
326;0.85;-1.0;0.82;0.8800000000000001;0.65;0.8400000000000001;-1.0;-1.0;0.75;-1.0;aluno1681;1
327;0.78;-1.0;0.74;1.0;0.63;0.9;-1.0;-1.0;0.7;-1.0;aluno1682;1
328;0.85;-1.0;0.76;0.85;0.82;0.6;-1.0;-1.0;0.75;-1.0;aluno1683;1
329;0.86;-1.0;0.8;0.76;0.79;0.5599999999999999;-1.0;-1.0;0.9;-1.0;aluno1684;1
330;0.77;-1.0;0.62;0.85;0.49000000000000005;0.6799999999999999;-1.0;-1.0;0.5;-1.0;aluno1685;1
331;0.9199999999999999;-1.0;0.8699999999999999;0.9;0.89;0.62;-1.0;-1.0;0.95;-1.0;aluno1686;1
332;0.72;-1.0;0.62;0.85;0.64;0.6799999999999999;-1.0;-1.0;0.65;-1.0;aluno1687;1
333;0.8;-1.0;0.73;0.8300000000000001;0.86;0.76;-1.0;-1.0;1.0;-1.0;aluno1688;1
334;0.8099999999999999;-1.0;0.72;0.73;0.78;0.75;-1.0;-1.0;0.6599999999999999;-1.0;aluno1689;1
335;0.6900000000000001;-1.0;0.72;0.96;0.43;0.7;-1.0;-1.0;0.55;-1.0;aluno169;1
336;0.85;-1.0;0.73;0.8800000000000001;0.64;0.6599999999999999;-1.0;-1.0;0.65;-1.0;aluno1690;1
337;0.8300000000000001;-1.0;0.72;0.85;0.55;0.8400000000000001;-1.0;-1.0;0.8;-1.0;aluno1691;1
338;0.77;-1.0;0.64;0.73;0.64;0.52;-1.0;-1.0;0.63;-1.0;aluno1692;1
339;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.73;0.8800000000000001;aluno1694;1
340;0.75;-1.0;0.76;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno1695;1
341;0.77;-1.0;0.62;0.73;0.25;0.64;-1.0;-1.0;0.5;-1.0;aluno1696;1
342;0.8099999999999999;-1.0;0.8699999999999999;1.0;0.71;0.8400000000000001;-1.0;-1.0;0.7;-1.0;aluno1697;1
343;0.67;-1.0;0.5599999999999999;0.9;0.72;0.64;-1.0;-1.0;0.55;-1.0;aluno1698;1
344;0.9;-1.0;0.65;0.6799999999999999;0.58;0.5900000000000001;-1.0;-1.0;0.61;-1.0;aluno1699;1
345;0.85;-1.0;0.61;0.8;0.47000000000000003;0.54;-1.0;-1.0;0.0;-1.0;aluno1700;1
346;0.78;-1.0;0.62;0.73;0.63;0.5599999999999999;-1.0;-1.0;0.5;-1.0;aluno1701;1
347;0.79;-1.0;0.48;0.85;0.11000000000000001;0.8400000000000001;-1.0;-1.0;0.55;-1.0;aluno1702;1
348;0.75;-1.0;0.5900000000000001;0.8300000000000001;0.6;0.86;-1.0;-1.0;0.6;-1.0;aluno1703;1
349;0.85;-1.0;0.72;0.8800000000000001;0.8;0.85;-1.0;-1.0;0.85;-1.0;aluno1704;1
350;0.8;-1.0;0.71;0.85;0.65;0.96;-1.0;-1.0;0.65;-1.0;aluno1705;1
351;0.74;-1.0;0.63;0.9;0.45;0.6599999999999999;-1.0;-1.0;0.5;-1.0;aluno1706;1
352;0.79;-1.0;0.5599999999999999;0.8800000000000001;0.62;0.82;-1.0;-1.0;0.75;-1.0;aluno1707;1
353;0.9099999999999999;-1.0;0.72;0.96;0.67;0.78;-1.0;-1.0;0.42000000000000004;-1.0;aluno1709;1
354;0.79;-1.0;0.7;0.6799999999999999;0.72;1.0;-1.0;-1.0;0.72;-1.0;aluno171;1
355;0.8;-1.0;0.63;0.8800000000000001;0.75;0.82;-1.0;-1.0;0.19;-1.0;aluno1711;1
356;0.85;-1.0;0.74;0.89;0.8400000000000001;0.6900000000000001;-1.0;-1.0;0.45;-1.0;aluno1713;1
357;0.6799999999999999;-1.0;0.72;0.9800000000000001;0.45;0.82;-1.0;-1.0;0.9;-1.0;aluno1714;1
358;0.75;-1.0;0.76;0.95;0.67;0.8;-1.0;-1.0;0.75;-1.0;aluno1715;1
359;0.9400000000000001;-1.0;0.74;0.75;0.7;0.5599999999999999;-1.0;-1.0;0.39;-1.0;aluno1716;1
360;0.89;-1.0;0.71;0.77;0.71;0.5599999999999999;-1.0;-1.0;0.85;-1.0;aluno1717;1
361;0.71;-1.0;0.7;0.9;0.33999999999999997;0.8;-1.0;-1.0;0.67;-1.0;aluno1718;1
362;0.72;-1.0;0.7;0.95;0.67;0.8;-1.0;-1.0;0.43;-1.0;aluno174;1
363;0.72;-1.0;0.72;0.73;0.64;0.62;-1.0;-1.0;0.72;-1.0;aluno176;1
364;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;aluno1763;1
365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.95;-1.0;0.43;-1.0;aluno1764;1
366;0.86;-1.0;0.82;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1765;1
367;0.82;-1.0;0.79;0.9800000000000001;0.8;0.8300000000000001;-1.0;-1.0;1.0;-1.0;aluno1766;1
368;0.8800000000000001;-1.0;0.8800000000000001;0.96;0.8800000000000001;0.86;-1.0;-1.0;0.9;-1.0;aluno1767;1
369;0.8800000000000001;-1.0;0.75;0.8099999999999999;0.8;0.8400000000000001;-1.0;-1.0;0.8;-1.0;aluno1768;1
370;0.9400000000000001;-1.0;0.86;0.93;0.85;0.9099999999999999;-1.0;-1.0;0.95;-1.0;aluno1769;1
371;0.0;-1.0;0.5;0.29;0.0;0.8;-1.0;-1.0;0.09;-1.0;aluno177;1
372;0.9;-1.0;0.8300000000000001;0.96;0.85;0.73;-1.0;-1.0;0.73;-1.0;aluno1770;1
373;-1.0;-1.0;0.75;-1.0;0.5;0.63;-1.0;-1.0;0.6799999999999999;-1.0;aluno1771;1
374;0.96;-1.0;0.82;0.8;0.8300000000000001;0.6599999999999999;-1.0;-1.0;0.95;-1.0;aluno1772;1
375;0.9;-1.0;0.72;0.82;0.55;0.71;-1.0;-1.0;0.7;-1.0;aluno1773;1
376;0.8;-1.0;0.8099999999999999;0.8800000000000001;0.65;0.67;-1.0;-1.0;0.7;-1.0;aluno1774;1
377;0.8099999999999999;-1.0;0.72;0.8300000000000001;0.79;0.79;-1.0;-1.0;0.62;-1.0;aluno1775;1
378;0.96;-1.0;0.8800000000000001;0.95;0.8300000000000001;0.93;-1.0;-1.0;0.75;-1.0;aluno1776;1
379;0.9099999999999999;-1.0;0.86;0.9800000000000001;0.82;0.8400000000000001;-1.0;-1.0;0.8;-1.0;aluno1777;1
380;0.8;-1.0;0.8;0.8800000000000001;0.82;0.6599999999999999;-1.0;-1.0;0.85;-1.0;aluno1778;1
381;0.79;-1.0;0.85;0.9;0.74;0.9400000000000001;-1.0;-1.0;1.0;-1.0;aluno1779;1
382;0.86;-1.0;0.6900000000000001;1.0;0.6900000000000001;0.9;-1.0;-1.0;0.71;-1.0;aluno178;1
383;0.74;-1.0;0.75;0.8099999999999999;0.71;0.74;-1.0;-1.0;0.93;-1.0;aluno1780;1
384;0.95;-1.0;0.77;0.75;0.73;0.79;-1.0;-1.0;1.0;-1.0;aluno1781;1
385;0.79;-1.0;0.82;0.9800000000000001;0.8099999999999999;0.79;-1.0;-1.0;0.73;-1.0;aluno1782;1
386;0.9199999999999999;-1.0;0.8800000000000001;0.8800000000000001;0.9400000000000001;0.82;-1.0;-1.0;0.9;-1.0;aluno1783;1
387;0.86;-1.0;0.72;0.8300000000000001;0.62;0.5900000000000001;-1.0;-1.0;0.8;-1.0;aluno1785;1
388;0.95;-1.0;0.73;0.75;0.76;0.85;-1.0;-1.0;1.0;-1.0;aluno1786;1
389;0.95;-1.0;0.85;0.78;0.72;0.78;-1.0;-1.0;1.0;-1.0;aluno1787;1
390;0.9400000000000001;-1.0;0.7;0.76;0.65;0.5599999999999999;-1.0;-1.0;0.64;-1.0;aluno1788;1
391;0.79;-1.0;0.76;0.93;0.65;0.78;-1.0;-1.0;0.7;-1.0;aluno1789;1
392;0.8699999999999999;-1.0;0.71;0.78;0.65;0.71;-1.0;-1.0;0.8;-1.0;aluno1790;1
393;0.8400000000000001;-1.0;0.77;0.93;0.8099999999999999;0.64;-1.0;-1.0;0.78;-1.0;aluno1791;1
394;0.77;-1.0;0.73;0.8800000000000001;0.79;0.8300000000000001;-1.0;-1.0;1.0;-1.0;aluno1792;1
395;0.8400000000000001;-1.0;0.61;0.8800000000000001;0.27999999999999997;0.55;-1.0;-1.0;0.5;-1.0;aluno1793;1
396;0.75;-1.0;0.73;0.9099999999999999;0.6799999999999999;0.78;-1.0;-1.0;0.58;-1.0;aluno1794;1
397;0.89;-1.0;0.63;0.8;0.58;0.52;-1.0;-1.0;0.6799999999999999;-1.0;aluno1795;1
398;0.9099999999999999;-1.0;0.72;0.8;0.53;0.62;-1.0;-1.0;0.65;-1.0;aluno1796;1
399;0.8400000000000001;-1.0;0.8400000000000001;0.9800000000000001;0.9099999999999999;0.75;-1.0;-1.0;0.61;-1.0;aluno1798;1
400;0.72;-1.0;0.8;0.8800000000000001;0.6799999999999999;0.76;-1.0;-1.0;0.6;-1.0;aluno1799;1
401;0.6799999999999999;-1.0;0.73;0.85;0.76;0.8;-1.0;-1.0;0.7;-1.0;aluno1800;1
402;0.8300000000000001;-1.0;0.72;0.86;0.51;0.51;-1.0;-1.0;0.85;-1.0;aluno1801;1
403;0.77;-1.0;0.75;0.93;0.62;0.77;-1.0;-1.0;0.6799999999999999;-1.0;aluno1802;1
404;0.82;-1.0;0.8300000000000001;0.9099999999999999;0.8699999999999999;0.8099999999999999;-1.0;-1.0;0.6;-1.0;aluno1803;1
405;0.9099999999999999;0.8099999999999999;0.8699999999999999;-1.0;0.8099999999999999;-1.0;0.99;-1.0;0.7;-1.0;aluno1804;1
406;0.79;-1.0;0.67;0.8099999999999999;0.54;0.73;-1.0;-1.0;0.7;-1.0;aluno1805;1
407;-1.0;-1.0;0.8;0.9099999999999999;0.78;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1806;1
408;0.15;-1.0;0.65;0.8300000000000001;0.3;0.5900000000000001;-1.0;-1.0;0.19;-1.0;aluno1807;1
409;0.9199999999999999;-1.0;0.75;0.93;0.47000000000000003;0.74;-1.0;-1.0;0.7;-1.0;aluno1808;1
410;0.82;-1.0;0.74;0.8099999999999999;0.43;0.62;-1.0;-1.0;0.5900000000000001;-1.0;aluno1809;1
411;0.77;-1.0;0.73;0.8;0.75;0.6799999999999999;-1.0;-1.0;0.7;-1.0;aluno1810;1
412;0.8300000000000001;-1.0;0.5900000000000001;0.95;0.0;-1.0;-1.0;-1.0;0.63;-1.0;aluno1811;1
413;0.8;-1.0;0.55;0.76;0.31;0.58;-1.0;-1.0;0.7;-1.0;aluno1812;1
414;0.9;-1.0;0.76;0.8099999999999999;0.61;0.8800000000000001;-1.0;-1.0;0.93;-1.0;aluno1813;1
415;0.9199999999999999;-1.0;0.8099999999999999;0.8;0.6;0.8300000000000001;-1.0;-1.0;0.52;-1.0;aluno1814;1
416;0.8099999999999999;-1.0;0.78;0.96;0.77;0.65;-1.0;-1.0;0.54;-1.0;aluno1815;1
417;0.96;-1.0;0.74;0.93;0.74;0.73;-1.0;-1.0;0.7;-1.0;aluno1816;1
418;0.22000000000000003;-1.0;0.67;0.6599999999999999;0.24;0.09;-1.0;-1.0;0.13999999999999999;-1.0;aluno1817;1
419;0.8400000000000001;-1.0;0.6900000000000001;0.8800000000000001;0.5700000000000001;0.62;-1.0;-1.0;0.6;-1.0;aluno1818;1
420;0.0;-1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;-1.0;aluno1820;1
421;0.8099999999999999;-1.0;0.6799999999999999;0.76;0.0;0.5599999999999999;-1.0;-1.0;0.53;-1.0;aluno1821;1
422;0.9099999999999999;-1.0;0.67;0.8;0.65;0.73;-1.0;-1.0;0.65;-1.0;aluno1822;1
423;-1.0;-1.0;0.5900000000000001;0.93;0.52;0.64;-1.0;-1.0;0.5;-1.0;aluno1823;1
424;0.9;-1.0;0.8;0.8800000000000001;0.5900000000000001;0.8400000000000001;-1.0;-1.0;0.52;-1.0;aluno184;1
425;0.8099999999999999;-1.0;0.76;0.6799999999999999;0.6599999999999999;0.9;-1.0;-1.0;0.8400000000000001;-1.0;aluno186;1
426;0.8400000000000001;-1.0;0.72;0.85;0.6900000000000001;0.73;-1.0;-1.0;0.9800000000000001;-1.0;aluno19;1
427;0.64;-1.0;0.7;0.77;0.5900000000000001;0.8800000000000001;-1.0;-1.0;0.51;-1.0;aluno191;1
428;0.7;-1.0;0.8;0.8;-1.0;0.8800000000000001;1.0;-1.0;0.63;-1.0;aluno1923;1
429;0.7;-1.0;0.75;0.8;-1.0;0.9199999999999999;0.9;-1.0;0.6799999999999999;-1.0;aluno1953;1
430;0.8800000000000001;-1.0;0.53;0.62;0.44000000000000006;0.8800000000000001;-1.0;-1.0;0.75;-1.0;aluno196;1
431;0.8;-1.0;0.73;0.8;-1.0;0.8800000000000001;0.85;-1.0;0.75;-1.0;aluno1964;1
432;0.75;-1.0;0.73;0.8;0.5;0.9;-1.0;-1.0;0.6900000000000001;-1.0;aluno197;1
433;0.74;-1.0;0.61;0.74;0.0;0.63;-1.0;-1.0;0.5;-1.0;aluno198;1
434;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;aluno1981;1
435;0.74;-1.0;0.76;0.73;0.41;0.96;-1.0;-1.0;0.5599999999999999;-1.0;aluno199;1
436;0.7;-1.0;0.65;0.8;-1.0;0.67;0.85;-1.0;0.6799999999999999;-1.0;aluno1990;1
437;0.7;-1.0;0.9;0.9;-1.0;0.9099999999999999;0.95;-1.0;0.8699999999999999;-1.0;aluno1999;1
438;0.86;-1.0;0.8300000000000001;0.78;0.42000000000000004;0.82;-1.0;-1.0;0.6799999999999999;-1.0;aluno202;1
439;0.77;-1.0;0.36;0.8099999999999999;0.0;0.32;-1.0;-1.0;0.05;-1.0;aluno203;1
440;0.6;-1.0;0.5700000000000001;0.62;0.51;0.9;-1.0;-1.0;0.67;-1.0;aluno206;1
441;0.77;-1.0;0.6900000000000001;0.8;0.58;0.86;-1.0;-1.0;0.45;-1.0;aluno211;1
442;0.73;-1.0;0.6799999999999999;0.79;0.77;0.6799999999999999;-1.0;-1.0;0.75;-1.0;aluno214;1
443;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno215;1
444;0.89;-1.0;0.5900000000000001;0.8;0.72;0.96;-1.0;-1.0;0.8400000000000001;-1.0;aluno217;1
445;0.6900000000000001;-1.0;0.5700000000000001;0.74;0.21000000000000002;0.7;-1.0;-1.0;0.43;-1.0;aluno220;1
446;0.6599999999999999;-1.0;0.6599999999999999;0.9;0.5;0.86;-1.0;-1.0;0.35;-1.0;aluno221;1
