;ARQ1000_grau;ARQ1001_grau;ARQ1002_grau;ARQ1101_grau;ARQ1102_grau;ARQ1103_grau;ART1020_grau;ART1027_grau;ART1028_grau;ART1029_grau;ART1210_grau;ART1420_grau;CRE0700_grau;CRE1100_grau;HIS1430_grau;MAT1071_grau;MAT1072_grau;SOC1139_grau;id;semestre
366;0.9099999999999999;-1.0;-1.0;0.58;-1.0;-1.0;0.9400000000000001;-1.0;0.49000000000000005;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1499;1
367;-1.0;0.64;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.86;0.5599999999999999;-1.0;0.89;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1499;2
368;0.82;-1.0;-1.0;0.41;-1.0;-1.0;0.8300000000000001;-1.0;0.27;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;0.95;-1.0;-1.0;aluno15;1
369;-1.0;0.75;-1.0;0.5599999999999999;-1.0;-1.0;-1.0;0.8800000000000001;0.52;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno15;2
370;0.7;-1.0;-1.0;0.65;-1.0;-1.0;0.79;-1.0;0.52;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;aluno150;1
371;-1.0;0.5700000000000001;-1.0;-1.0;0.62;-1.0;-1.0;0.8;-1.0;0.58;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno150;2
372;0.8099999999999999;-1.0;-1.0;0.76;-1.0;-1.0;0.9099999999999999;-1.0;0.74;-1.0;-1.0;0.96;-1.0;-1.0;-1.0;0.53;-1.0;-1.0;aluno1500;1
373;-1.0;0.6900000000000001;-1.0;-1.0;0.79;-1.0;-1.0;0.65;-1.0;0.76;0.85;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;aluno1500;2
374;0.6799999999999999;-1.0;-1.0;0.74;-1.0;-1.0;0.78;-1.0;0.72;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1501;1
375;-1.0;0.65;-1.0;-1.0;0.71;-1.0;-1.0;0.67;-1.0;0.8699999999999999;0.9099999999999999;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;aluno1501;2
376;0.77;-1.0;-1.0;0.78;-1.0;-1.0;0.75;-1.0;0.75;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.93;-1.0;-1.0;aluno1502;1
377;-1.0;0.65;-1.0;-1.0;0.76;-1.0;-1.0;0.95;-1.0;0.9;0.9199999999999999;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;aluno1502;2
378;0.8699999999999999;-1.0;-1.0;0.6;-1.0;-1.0;0.79;-1.0;0.6900000000000001;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno1503;1
379;-1.0;0.5900000000000001;-1.0;-1.0;0.67;-1.0;-1.0;0.22999999999999998;-1.0;0.6;0.85;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;-1.0;aluno1503;2
380;0.75;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.76;-1.0;0.61;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.54;-1.0;-1.0;aluno1504;1
381;-1.0;0.63;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.9800000000000001;-1.0;0.77;0.93;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;aluno1504;2
382;0.78;-1.0;-1.0;0.79;-1.0;-1.0;0.73;-1.0;0.67;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1505;1
383;-1.0;0.63;-1.0;-1.0;0.74;-1.0;-1.0;1.0;-1.0;0.9099999999999999;1.0;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;aluno1505;2
384;0.89;-1.0;-1.0;0.72;-1.0;-1.0;0.9800000000000001;-1.0;0.8099999999999999;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1506;1
385;-1.0;0.65;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.9400000000000001;-1.0;0.63;0.82;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;aluno1506;2
386;0.82;-1.0;-1.0;0.65;-1.0;-1.0;0.67;-1.0;0.54;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;aluno1508;1
387;-1.0;0.8400000000000001;-1.0;-1.0;0.75;-1.0;-1.0;0.8;-1.0;0.8300000000000001;0.9800000000000001;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;aluno1508;2
388;0.6;-1.0;-1.0;0.62;-1.0;-1.0;0.9199999999999999;-1.0;0.63;-1.0;-1.0;0.48;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;aluno1509;1
389;-1.0;0.5;-1.0;-1.0;0.52;-1.0;-1.0;0.78;-1.0;0.27;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1509;2
390;0.74;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;0.44000000000000006;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;0.3;-1.0;-1.0;aluno1511;1
391;-1.0;0.64;-1.0;-1.0;0.62;-1.0;0.9;0.76;0.64;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;aluno1511;2
392;0.74;-1.0;-1.0;0.86;-1.0;-1.0;0.9199999999999999;-1.0;0.8099999999999999;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1513;1
393;-1.0;0.79;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.97;-1.0;0.89;0.95;-1.0;-1.0;0.96;-1.0;-1.0;-1.0;-1.0;aluno1513;2
394;0.85;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.9800000000000001;-1.0;0.71;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1514;1
395;-1.0;0.65;-1.0;-1.0;0.76;-1.0;-1.0;0.8300000000000001;-1.0;0.65;0.9800000000000001;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;aluno1514;2
396;0.86;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.86;-1.0;0.8099999999999999;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;aluno1515;1
397;-1.0;0.61;-1.0;-1.0;0.76;-1.0;-1.0;0.9099999999999999;-1.0;0.8099999999999999;1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;aluno1515;2
398;0.71;-1.0;-1.0;0.71;-1.0;-1.0;0.78;-1.0;0.64;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1516;1
399;-1.0;0.5599999999999999;-1.0;-1.0;0.71;-1.0;-1.0;1.0;-1.0;0.73;0.8699999999999999;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;aluno1516;2
400;0.8099999999999999;-1.0;-1.0;0.7;-1.0;-1.0;0.74;-1.0;0.73;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;aluno1517;1
401;-1.0;0.5900000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.86;-1.0;0.7;0.82;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;aluno1517;2
402;0.76;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.9800000000000001;-1.0;0.48;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno1519;1
403;-1.0;0.63;-1.0;-1.0;0.73;-1.0;-1.0;0.5700000000000001;0.61;-1.0;0.8699999999999999;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;aluno1519;2
404;0.9;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.89;-1.0;0.55;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.54;-1.0;-1.0;aluno152;1
405;-1.0;0.93;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.9199999999999999;-1.0;1.0;1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno152;2
406;0.6799999999999999;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;0.76;-1.0;0.8099999999999999;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;aluno1520;1
407;-1.0;0.5;-1.0;-1.0;0.8;-1.0;-1.0;0.63;-1.0;0.71;0.9;-1.0;-1.0;0.55;-1.0;-1.0;-1.0;-1.0;aluno1520;2
408;0.62;-1.0;-1.0;0.73;-1.0;-1.0;0.65;-1.0;0.64;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;aluno1521;1
409;-1.0;0.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.8;-1.0;0.43;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1521;2
410;0.78;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.82;-1.0;0.74;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1524;1
411;-1.0;0.53;-1.0;-1.0;0.75;-1.0;-1.0;0.8;-1.0;0.8099999999999999;0.8;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;aluno1524;2
412;0.71;-1.0;-1.0;0.64;-1.0;-1.0;0.78;-1.0;0.54;-1.0;-1.0;0.22999999999999998;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno1526;1
413;-1.0;0.42000000000000004;-1.0;-1.0;0.51;-1.0;-1.0;0.5599999999999999;-1.0;0.5;0.93;-1.0;-1.0;0.63;-1.0;-1.0;-1.0;-1.0;aluno1526;2
414;0.8800000000000001;-1.0;-1.0;0.85;-1.0;-1.0;0.9099999999999999;-1.0;0.71;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1527;1
415;-1.0;0.6799999999999999;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;0.96;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1527;2
416;0.97;0.7;-1.0;0.9;-1.0;-1.0;0.8800000000000001;-1.0;0.9;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;aluno1528;1
417;-1.0;-1.0;0.8300000000000001;-1.0;0.89;-1.0;-1.0;0.93;-1.0;0.9199999999999999;0.95;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;aluno1528;2
418;0.85;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.8800000000000001;-1.0;0.78;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno1529;1
419;-1.0;0.65;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.95;-1.0;0.9099999999999999;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1529;2
420;0.76;-1.0;-1.0;0.58;-1.0;-1.0;0.72;-1.0;0.19;-1.0;-1.0;0.4;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;aluno153;1
421;-1.0;0.55;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.8099999999999999;0.5;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno153;2
422;0.63;-1.0;-1.0;0.63;-1.0;-1.0;0.9199999999999999;-1.0;0.72;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1530;1
423;-1.0;0.65;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.8099999999999999;-1.0;0.7;0.8400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1530;2
424;0.76;-1.0;-1.0;0.65;-1.0;-1.0;0.76;-1.0;0.63;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1531;1
425;-1.0;0.61;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.71;-1.0;0.55;0.8699999999999999;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;aluno1531;2
426;0.67;-1.0;-1.0;0.64;-1.0;-1.0;0.76;-1.0;0.73;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.96;-1.0;-1.0;aluno1532;1
427;-1.0;0.72;-1.0;-1.0;0.76;-1.0;-1.0;0.95;-1.0;0.6;0.9199999999999999;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;aluno1532;2
428;0.74;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.76;-1.0;0.6;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1533;1
429;-1.0;0.5700000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.77;-1.0;0.6599999999999999;0.8800000000000001;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1533;2
430;0.85;-1.0;-1.0;0.7;-1.0;-1.0;0.86;-1.0;0.74;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;aluno1534;1
431;-1.0;0.63;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.96;-1.0;0.6599999999999999;0.85;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1534;2
432;0.8699999999999999;-1.0;-1.0;0.7;-1.0;-1.0;0.73;-1.0;0.63;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno1535;1
433;-1.0;0.65;-1.0;-1.0;0.74;-1.0;-1.0;0.53;-1.0;0.5700000000000001;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1535;2
434;0.63;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno1536;1
435;-1.0;0.65;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.63;-1.0;0.52;0.93;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1536;2
436;0.67;-1.0;-1.0;0.71;-1.0;-1.0;0.7;-1.0;0.71;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.73;-1.0;-1.0;aluno1538;1
437;-1.0;0.65;-1.0;-1.0;0.61;-1.0;-1.0;0.8699999999999999;-1.0;0.63;0.93;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;aluno1538;2
438;0.62;-1.0;-1.0;0.78;-1.0;-1.0;0.75;-1.0;0.72;-1.0;-1.0;0.52;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;aluno1539;1
439;-1.0;0.51;-1.0;-1.0;0.82;-1.0;-1.0;0.97;-1.0;0.76;0.89;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;aluno1539;2
440;0.67;-1.0;-1.0;0.64;-1.0;-1.0;0.9099999999999999;-1.0;0.62;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;aluno1546;1
441;-1.0;0.63;-1.0;-1.0;0.65;-1.0;-1.0;0.74;-1.0;0.5599999999999999;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1546;2
442;0.9400000000000001;0.52;-1.0;0.72;-1.0;-1.0;0.9099999999999999;-1.0;0.6900000000000001;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1547;1
443;-1.0;-1.0;0.77;-1.0;0.6799999999999999;-1.0;-1.0;0.9099999999999999;-1.0;0.64;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1547;2
444;0.9400000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.82;-1.0;0.64;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;aluno1548;1
445;-1.0;0.5;-1.0;-1.0;0.75;-1.0;-1.0;0.65;-1.0;0.65;0.9099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1548;2
446;0.8699999999999999;-1.0;-1.0;0.79;-1.0;-1.0;0.8;-1.0;0.74;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1550;1
447;-1.0;0.79;-1.0;-1.0;0.85;-1.0;-1.0;0.9400000000000001;-1.0;0.76;0.93;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;aluno1550;2
448;0.6;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.73;-1.0;0.49000000000000005;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno1552;1
449;-1.0;0.45999999999999996;-1.0;-1.0;0.51;-1.0;-1.0;0.62;0.47000000000000003;-1.0;0.74;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1552;2
450;0.64;-1.0;-1.0;0.6;-1.0;-1.0;1.0;-1.0;0.25;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1553;1
451;-1.0;0.51;-1.0;-1.0;0.6;-1.0;-1.0;0.73;0.45999999999999996;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1553;2
452;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.55;-1.0;-1.0;aluno1554;1
453;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1554;2
454;0.77;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.79;-1.0;0.5;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno156;1
455;-1.0;0.45999999999999996;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.5900000000000001;-1.0;0.51;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno156;2
456;0.7;-1.0;-1.0;0.63;-1.0;-1.0;0.62;-1.0;0.48;-1.0;-1.0;0.62;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;aluno158;1
457;-1.0;0.64;-1.0;-1.0;0.58;-1.0;-1.0;0.8800000000000001;0.5;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno158;2
458;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;aluno1597;1
459;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.06;0.77;aluno1597;2
460;0.73;-1.0;-1.0;0.73;-1.0;-1.0;0.8699999999999999;-1.0;0.6599999999999999;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;aluno16;1
461;-1.0;0.7;-1.0;-1.0;0.8;-1.0;-1.0;0.8800000000000001;-1.0;0.9199999999999999;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno16;2
462;0.8300000000000001;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.93;-1.0;0.85;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1600;1
463;-1.0;0.9;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.8400000000000001;-1.0;0.97;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1600;2
464;0.72;-1.0;-1.0;0.76;-1.0;-1.0;0.78;-1.0;0.82;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno1601;1
465;-1.0;0.8099999999999999;-1.0;-1.0;0.78;-1.0;-1.0;0.96;-1.0;0.9;0.95;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1601;2
466;0.9099999999999999;-1.0;-1.0;0.75;-1.0;-1.0;0.93;-1.0;0.77;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1602;1
467;-1.0;0.8800000000000001;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.97;-1.0;0.9099999999999999;0.95;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno1602;2
468;0.85;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.95;-1.0;0.73;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1603;1
469;-1.0;0.73;-1.0;-1.0;0.82;-1.0;-1.0;0.93;-1.0;0.78;1.0;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;aluno1603;2
470;0.86;-1.0;-1.0;0.79;-1.0;-1.0;0.75;-1.0;0.44000000000000006;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1604;1
471;-1.0;0.79;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.8300000000000001;0.75;-1.0;0.9;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;aluno1604;2
472;0.8800000000000001;-1.0;-1.0;0.67;-1.0;-1.0;0.8;-1.0;0.93;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1605;1
473;-1.0;0.6;-1.0;-1.0;0.8;-1.0;-1.0;1.0;-1.0;0.74;0.9;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;-1.0;aluno1605;2
474;0.9099999999999999;-1.0;-1.0;0.82;-1.0;-1.0;0.8300000000000001;-1.0;0.71;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1606;1
475;-1.0;0.64;-1.0;-1.0;0.73;-1.0;-1.0;0.9800000000000001;-1.0;0.8300000000000001;0.95;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1606;2
476;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1607;1
477;-1.0;0.77;-1.0;-1.0;0.7;-1.0;-1.0;0.9400000000000001;-1.0;0.53;-1.0;-1.0;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;-1.0;aluno1607;2
478;-1.0;0.6900000000000001;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1608;1
479;-1.0;-1.0;0.79;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;aluno1608;2
480;0.8300000000000001;-1.0;-1.0;0.75;-1.0;-1.0;0.8;-1.0;0.55;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;aluno1609;1
481;-1.0;0.76;-1.0;-1.0;0.64;-1.0;-1.0;0.95;-1.0;0.82;0.9;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1609;2
482;0.76;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.9800000000000001;-1.0;0.79;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1611;1
483;-1.0;0.72;-1.0;-1.0;0.71;-1.0;-1.0;0.9400000000000001;-1.0;0.8300000000000001;1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;aluno1611;2
484;0.79;-1.0;-1.0;0.64;-1.0;-1.0;0.8;-1.0;0.75;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1612;1
485;-1.0;0.76;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.89;-1.0;0.79;0.95;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;aluno1612;2
486;0.75;-1.0;-1.0;0.72;-1.0;-1.0;0.95;-1.0;0.8099999999999999;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1614;1
487;-1.0;0.62;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.9800000000000001;-1.0;0.9;0.8699999999999999;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;-1.0;aluno1614;2
488;0.8099999999999999;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.8300000000000001;-1.0;0.76;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;aluno1615;1
489;-1.0;0.51;-1.0;-1.0;0.73;-1.0;-1.0;0.82;-1.0;0.79;0.9199999999999999;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1615;2
490;0.9;0.8;-1.0;0.72;-1.0;-1.0;0.86;-1.0;0.8300000000000001;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1618;1
491;-1.0;-1.0;0.8800000000000001;-1.0;0.77;-1.0;-1.0;0.95;-1.0;0.72;0.9;-1.0;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;aluno1618;2
492;0.89;0.52;-1.0;0.6599999999999999;-1.0;-1.0;0.76;-1.0;0.71;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1619;1
493;-1.0;-1.0;0.78;-1.0;0.73;-1.0;-1.0;0.9400000000000001;-1.0;0.6;0.8800000000000001;-1.0;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;aluno1619;2
494;0.65;-1.0;-1.0;0.53;-1.0;-1.0;0.85;-1.0;0.32;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;0.52;-1.0;-1.0;aluno162;1
495;-1.0;0.8099999999999999;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.72;0.5;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno162;2
496;0.8;-1.0;-1.0;0.71;-1.0;-1.0;0.8099999999999999;-1.0;0.1;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;0.9;-1.0;-1.0;aluno1620;1
497;-1.0;0.79;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;0.0;0.13999999999999999;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1620;2
498;0.95;-1.0;-1.0;0.8;-1.0;-1.0;0.9;-1.0;0.89;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1621;1
499;-1.0;0.86;-1.0;-1.0;0.79;-1.0;-1.0;0.99;-1.0;0.9800000000000001;0.93;-1.0;-1.0;0.97;-1.0;-1.0;-1.0;-1.0;aluno1621;2
